assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3L70J4KAZGMN0Q8CPDB7MHTQL8MDAV,0.40625,0.15625,32,7,7.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,335HHSX8CD5ZOTIX5HGYFJK6W6SHDH,../1_pre-pilot/verification_round0_amt.csv_70,1.0,worker10,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3OVR4I9USPJ2NAW0LY709DEPCEDQ42,0.375,0.1875,32,7,7.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,335HHSX8CD5ZOTIX5HGYFJK6W6SHDH,../1_pre-pilot/verification_round0_amt.csv_70,1.0,worker47,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3MB8LZR5BFTCAF5QELMKZ84RZWVLKH,0.6875,0.375,32,8,7.0,7,7.0,4,4.0,"[1.0, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9473684210526315,0.9473684210526315,19,18.0,335VBRURDJ0B1TEE303Q8K43D5W9EN,../1_pre-pilot/verification_round0_amt.csv_163,0.9473684210526316,worker29,['0-1-rand1'],19,18,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2397207_1191801_singleton_obj.png - clasp: must be 'other'; you said 'named object misinterpreted'""]",1
3P59JYT76LK5CC95YOI7L3SECACT2P,0.4375,0.21875,32,8,8.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,15,15.0,335VBRURDJ0B1TEE303Q8K43D5W9EN,../1_pre-pilot/verification_round0_amt.csv_163,1.0,worker4,[''],15,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3Z4GS9HPNVAP0F94RXW1CYH4YUM77O,0.46875,0.25,32,8,8.0,7,7.0,2,2.0,"[nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,17,17.0,335VBRURDJ0B1TEE303Q8K43D5W9EN,../1_pre-pilot/verification_round0_amt.csv_163,1.0,worker13,[''],17,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
33IZTU6J8115YSZNXDYA1OQONW1XS9,0.65625,0.5,32,8,8.0,8,8.0,5,5.0,"[nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 1.0, 1.0, nan, nan, nan, nan]",1.0,1.0,21,21.0,337F8MIIMZDBDXT8EY8K6NRJXCX04L,../1_pre-pilot/verification_round0_amt.csv_13,1.0,worker47,[''],21,21,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3LKC68YZ3A3BB024GRLFF02GH6FWO7,0.8125,0.40625,32,7,7.0,8,8.0,4,3.0,"[nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan]",0.9473684210526315,0.9473684210526315,19,18.0,337F8MIIMZDBDXT8EY8K6NRJXCX04L,../1_pre-pilot/verification_round0_amt.csv_13,0.9473684210526316,worker16,['0-3-0'],19,18,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2373001_3851915_supercat_unique.png - bowl: you said this was a bounding box error, but gave it the same color as bowl_toilet, which you said were adequate names; that cannot be.']",1
3W8CV64QJ2ZQ7N39J3GXH7X47JDH9B,0.75,0.28125,32,7,7.0,8,8.0,6,6.0,"[nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, 1.0, 1.0, nan, nan, nan, nan]",1.0,1.0,21,21.0,337F8MIIMZDBDXT8EY8K6NRJXCX04L,../1_pre-pilot/verification_round0_amt.csv_13,1.0,worker10,[''],21,21,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
33SA9F9TRXUPZ9PFMDIJAO82D7HWEH,0.5,0.40625,32,8,7.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,0.9166666666666666,12,11.0,33P2GD6NRNS72ZO7XY2LJWFWGFOHKT,../1_pre-pilot/verification_round0_amt.csv_37,0.9166666666666666,worker23,['2-3-alt1'],12,11,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2374439_726809_singleton_obj.png - chimney: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3AMW0RGHOD23965R3Q778HUFYZ1NPI,0.34375,0.4375,32,8,8.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,33P2GD6NRNS72ZO7XY2LJWFWGFOHKT,../1_pre-pilot/verification_round0_amt.csv_37,1.0,worker6,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3M1CVSFP605HPZCHUZHRMG0P4OFAQ3,0.65625,0.375,32,8,8.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,33P2GD6NRNS72ZO7XY2LJWFWGFOHKT,../1_pre-pilot/verification_round0_amt.csv_37,1.0,worker14,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3JZQSN0I3QAL81ZB2JY7637EVHTFG0,0.84375,0.1875,32,7,6.0,2,2.0,6,6.0,"[1.0, nan, nan, nan, 1.0, nan, 1.0, 1.0, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9333333333333333,1.0,15,14.0,344M16OZKIFWQVI84AMVQLZNIU2ENG,../1_pre-pilot/verification_round0_amt.csv_63,0.9333333333333333,worker10,['4-1-alt0'],15,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2391013_1244925_supercat_ambiguous.png - pepperoni: must be 'bounding box error'; you said 'adequate'""]",1
3QBD8R3Z21JZ2YJK6LFWK8JPXCT4O4,0.5625,0.59375,32,7,4.0,2,2.0,1,1.0,"[1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.7,0.7777777777777778,10,7.0,344M16OZKIFWQVI84AMVQLZNIU2ENG,../1_pre-pilot/verification_round0_amt.csv_63,0.7,worker51,"['2-1-alt0', '4-1-alt1', '5-6-alt1']",10,7,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2352949_1879809_singleton_obj.png - bat: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2391013_1244925_supercat_ambiguous.png - pepperoni: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2355485_2375691_singleton_obj.png - pile: must be 'bounding box error'; you said 'adequate'""]",3
3ZGVPD4G6THVINCHNVRL8E2LXG0ZTM,0.59375,0.59375,32,7,6.0,2,2.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8888888888888888,1.0,9,8.0,344M16OZKIFWQVI84AMVQLZNIU2ENG,../1_pre-pilot/verification_round0_amt.csv_63,0.8888888888888888,worker47,['4-1-alt1'],9,8,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2391013_1244925_supercat_ambiguous.png - pepperoni: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3II4UPYCOJ7FN6FTE98TCH8VPUVQDA,0.625,1.65625,32,8,6.0,7,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8,0.8,15,12.0,344M16OZKIFWQVI84AMVQLZNIUDENR,../1_pre-pilot/verification_round0_amt.csv_104,0.8,worker0,"['0-1-rand1', '1-3-typo-street3', '3-2-rand1']",15,12,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//1592970_2274643_singleton_obj.png - lies: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//107902_1073307_singleton_obj.png - pool: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2384683_1306430_singleton_obj.png - stredt: you erroneously gave this the same color as ['stredt']""]",3
3S3AMIZX3U5BT55A9R7YSCJELF4DC2,0.5,0.1875,32,8,8.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,15,15.0,344M16OZKIFWQVI84AMVQLZNIUDENR,../1_pre-pilot/verification_round0_amt.csv_104,1.0,worker4,[''],15,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3ZSY5X72NXB634LIHXB9S1UZPTHORH,0.5625,0.0,32,8,8.0,7,7.0,3,2.0,"[nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan]",0.9444444444444444,0.9444444444444444,18,17.0,344M16OZKIFWQVI84AMVQLZNIUDENR,../1_pre-pilot/verification_round0_amt.csv_104,0.9444444444444444,worker9,['3-0-1'],18,17,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//1592970_2274643_singleton_obj.png - vanity: you said this was a bounding box error, but gave it the same color as vanity_sink,bathroom sink,bathroom counter,counter, which you said were adequate names; that cannot be.']",1
36V4Q8R5ZK0IR0L6R27WV7VPY5JMQE,0.625,0.0,32,8,7.0,8,8.0,2,2.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9444444444444444,0.9444444444444444,18,17.0,34KYK9TV2R8VZ5YT2F1RO7382WXBSP,../1_pre-pilot/verification_round0_amt.csv_56,0.9444444444444444,worker10,['5-5-bold-bicycle0'],18,17,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2318824_3054087_singleton_obj.png - cycle: must be syn; you said linguistic'],1
3LOZAJ85YDDCTTIP3YJ4A6DKP3RX2X,0.71875,0.1875,32,8,8.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,16,16.0,34KYK9TV2R8VZ5YT2F1RO7382WXBSP,../1_pre-pilot/verification_round0_amt.csv_56,1.0,worker14,[''],16,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3QFUFYSY9YF5WL6R7IW6XEAB5C84FQ,0.53125,0.09375,32,8,7.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,0.9375,16,15.0,34KYK9TV2R8VZ5YT2F1RO7382WXBSP,../1_pre-pilot/verification_round0_amt.csv_56,0.9375,worker47,['5-4-rand1'],16,15,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2318824_3054087_singleton_obj.png - wwater: must be 'other'; you said linguistic""]",1
32SCWG5HIH4V2LZZ49LQ668T3FHP6R,0.53125,0.28125,32,8,7.0,5,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8461538461538461,0.9166666666666666,13,11.0,34ZTTGSNJXOTD2M2A3MIFIR5FLSQH6,../1_pre-pilot/verification_round0_amt.csv_102,0.8461538461538461,worker23,['kid1'],13,11,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - children: must be syn; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - children: you erroneously gave this the same color as ['kids', 'children']""]",2
3JNQLM5FT4MHTZ10PFGGZCIXIWLL27,0.53125,0.46875,32,8,5.0,5,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6923076923076923,0.75,13,9.0,34ZTTGSNJXOTD2M2A3MIFIR5FLSQH6,../1_pre-pilot/verification_round0_amt.csv_102,0.6923076923076923,worker17,"['kid0', '3-3-alt1', '4-4-typo-blazer3']",13,9,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - symbol: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2338072_3703505_singleton_obj.png - leaves: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - children: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2350892_2002104_supercat_unique.png - blaer: you erroneously gave this the same color as ['blaer']""]",4
3NPI0JQDAO514JAB0MTJHG07NKLTPT,0.90625,0.21875,32,8,7.0,5,5.0,3,3.0,"[nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,1.0,16,15.0,34ZTTGSNJXOTD2M2A3MIFIR5FLSQH6,../1_pre-pilot/verification_round0_amt.csv_102,0.9375,worker9,['kid0'],16,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - children: must be syn; you said 'adequate'""]",1
3IO1LGZLK9XAWT0IISJFKKD3E7P862,0.9375,0.375,32,6,5.0,4,3.0,5,5.0,"[nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan]",0.8666666666666667,0.9285714285714286,15,13.0,3511RHPADVEVBZKSE3QGC0UHSO3LR9,../1_pre-pilot/verification_round0_amt.csv_170,0.8666666666666667,worker16,"['5-7-rand1', '5-7-0-rand2']",15,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: you erroneously gave this the same color as ['gril', 'surfer', 'boy', 'person', 'man', 'girl']""]",2
3SPJ03342131ZU67FFBYS16ATRGJYZ,0.75,0.21875,32,6,6.0,4,3.0,1,0.0,"[nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8181818181818182,0.9,11,9.0,3511RHPADVEVBZKSE3QGC0UHSO3LR9,../1_pre-pilot/verification_round0_amt.csv_170,0.8181818181818181,worker35,"['4-4-0', '5-7-0-rand2']",11,9,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: you erroneously gave this the same color as ['gril', 'surfer', 'boy', 'person', 'man', 'girl']"", 'http://object-naming-amore.upf.edu//2336212_3664753_supercat_unique.png - toilet: you said this was a bounding box error, but gave it the same color as toilet_toilet bowl,bowl, which you said were adequate names; that cannot be.']",2
3TXWC2NHNZQFXWHPUXSWLL46GXL9SL,0.9375,0.28125,32,6,5.0,4,3.0,5,4.0,"[nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, 1.0, nan]",0.8,0.8571428571428571,15,12.0,3511RHPADVEVBZKSE3QGC0UHSO3LR9,../1_pre-pilot/verification_round0_amt.csv_170,0.8,worker9,"['0-1-0', '5-7-rand1', '5-7-0-rand2']",15,12,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: you erroneously gave this the same color as ['gril', 'surfer', 'boy', 'person', 'man', 'girl']"", 'http://object-naming-amore.upf.edu//2360980_2255702_supercat_ambiguous.png - cheese: you said this was a bounding box error, but gave it the same color as cheese_pizza slice,pizza, which you said were adequate names; that cannot be.']",3
33PPO7FECVF268RA113K3FH9YKRIDC,0.53125,0.21875,32,8,8.0,6,6.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,15,15.0,351S7I5UG9W41B40IBXMN1CFN29JNH,../1_pre-pilot/verification_round0_amt.csv_125,1.0,worker4,[''],15,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
34T446B1C0EHUL4GXFJ3D5ZVRS10C6,0.71875,0.375,32,8,8.0,6,6.0,6,6.0,"[1.0, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 1.0, nan, nan, nan]",1.0,1.0,20,20.0,351S7I5UG9W41B40IBXMN1CFN29JNH,../1_pre-pilot/verification_round0_amt.csv_125,1.0,worker29,[''],20,20,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3A4TN5196KIS5LACVNQOJXYCD9KHC6,0.375,0.40625,32,8,5.0,6,6.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8,0.8,15,12.0,351S7I5UG9W41B40IBXMN1CFN29JNH,../1_pre-pilot/verification_round0_amt.csv_125,0.8,worker17,"['1-3-alt0', '3-3-alt1', '5-3-rand1']",15,12,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2320048_3169901_singleton_obj.png - calico: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2352042_856488_supercat_unique.png - dish: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2341953_938510_singleton_obj.png - front: must be 'bounding box error'; you said 'adequate'""]",3
39KFRKBFINVF05X4VS330XNWSG8OYV,0.5806451612903226,0.2903225806451613,31,7,5.0,4,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.7272727272727273,0.8,11,8.0,3538U0YQ1FUHS5PUH2MMZPMHPE1F3U,../1_pre-pilot/verification_round0_amt.csv_190,0.7272727272727273,worker17,"['1-3-alt0', '4-1-rand1', '4-1-0-rand2']",11,8,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2380534_3833712_singleton_obj.png - peppers: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png - cola: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png - cola: you erroneously gave this the same color as ['pie', 'food', 'cake', 'pastry', 'cola', 'dessert']""]",3
39LOEL67OS5BZAD0ZQLHDH1J49C382,0.4838709677419355,0.3870967741935484,31,7,6.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9090909090909091,1.0,11,10.0,3538U0YQ1FUHS5PUH2MMZPMHPE1F3U,../1_pre-pilot/verification_round0_amt.csv_190,0.9090909090909091,worker12,['4-1-rand1'],11,10,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png - cola: must be 'other'; you said 'named object misinterpreted'""]",1
3AAPLD8UCCH9R2CNH9LE87YG1RQTHZ,1.1290322580645162,0.3225806451612903,31,7,5.0,4,4.0,1,1.0,"[nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8333333333333334,0.9090909090909091,12,10.0,3538U0YQ1FUHS5PUH2MMZPMHPE1F3U,../1_pre-pilot/verification_round0_amt.csv_190,0.8333333333333334,worker53,"['0-1-alt1', '4-1-rand1']",12,10,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png - cola: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2398883_1174628_singleton_obj.png - umbrella: must be 'bounding box error'; you said 'named object misinterpreted'""]",2
31Q0U3WYDPFBPTU22HFSBOQRV7E71H,0.5,0.15625,32,6,3.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.7,0.7,10,7.0,35XW21VSVGE7CEK5TSQL2AZDEQMLSX,../1_pre-pilot/verification_round0_amt.csv_180,0.7,worker43,"['0-0-alt1', '4-1-rand1', '5-7-rand1']",10,7,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2329427_2768078_supercat_unique.png - probe: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2359646_3537913_singleton_obj.png - dragons: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2413331_175631_supercat_unique.png - slats: must be 'bounding box error'; you said 'named object misinterpreted'""]",3
