,word1,word2,relation,freq.
1909,ketchup,hotdog,crossclassified,60
4968,athlete,player,co-hyponymy,60
562,tie,shirt,crossclassified,60
446,counter,kitchen countertop,not-covered,60
10194,airplane,flight,crossclassified,60
99,bird,owl,hypernymy.1,60
3777,bowl,banana,crossclassified,60
930,guy,dress,crossclassified,60
7390,furniture,chair,hypernymy.1,60
789,house,pole,crossclassified,59
20392,pasta,pizza,co-hyponymy,59
10079,restaurant,storefront,crossclassified,59
1433,chair,t-shirt,crossclassified,59
6714,cabinet,oven,crossclassified,59
3961,desk,wire,crossclassified,59
1699,bed,bunked,crossclassified,59
1934,cabinet,desk,crossclassified,59
5072,bucket,cup,co-hyponymy,58
5392,barge,boat,hypernymy.2,58
10496,man,laptop,crossclassified,58
3262,table,chair,crossclassified,58
1208,bench,sitting bench,not-covered,58
869,guy,cap,crossclassified,58
146,house,car,crossclassified,58
1577,bowl,glass,co-hyponymy,57
5653,seat,toilet,crossclassified,57
1923,man,glass,crossclassified,57
3203,table,tray,crossclassified,57
3983,athlete,person,hypernymy.2,57
8664,bagel,sandwich,crossclassified,56
1604,woman,pant,crossclassified,56
679,skateboarder,skateboard,crossclassified,56
769,coat,vest,crossclassified,56
1516,woman,mobile,crossclassified,56
14334,blackberry,phone,crossclassified,56
917,skier,shoe,crossclassified,56
877,bathtub,bath,synonymy,55
273,bed,bedframe,crossclassified,55
14389,chair,highchair,hypernymy.1,55
19132,jetliner,airplane,hypernymy.2,55
4299,lady,female,hypernymy.2,55
4308,truck,pickup,hypernymy.1,55
1072,skier,jacket,crossclassified,55
8908,bathtub,sink,crossclassified,55
11,jacket,person,crossclassified,55
971,cheesecake,cake,hypernymy.2,54
1521,boat,dog,crossclassified,54
1170,dress,gown,hypernymy.1,54
90,dugout,pit,crossclassified,54
6527,bed,woman,crossclassified,54
345,child,cap,crossclassified,54
4093,guy,athlete,crossclassified,54
4001,cabbage,lettuce,synonymy,54
1917,mouse,computer mouse,synonymy,54
1046,shirt,hoodie,not-covered,54
5044,bottle,wine bottle,hypernymy.1,54
2122,cake,bread,co-hyponymy,54
3026,bottle,beer,crossclassified,54
5315,coat,blazer,hypernymy.1,54
2297,dog,toy,hypernymy.1,53
1250,car,locomotive,crossclassified,53
1060,pitcher,person,hypernymy.2,53
2170,boy,plate,crossclassified,53
3637,drapery,curtain,synonymy,53
2382,desk,furniture,hypernymy.2,53
11187,rug,sofa,crossclassified,53
1244,man,skateboard,crossclassified,52
2389,girl,baby,hypernymy.1,52
2560,tub,sink,crossclassified,52
184,guy,jacket,crossclassified,52
3541,chair,jacket,crossclassified,52
727,house,wall,crossclassified,52
862,shirt,phone,crossclassified,52
951,truck,jeep,crossclassified,52
6463,bird,pelican,hypernymy.1,52
9275,cathedral,building,hypernymy.2,52
867,child,shoe,crossclassified,52
1252,horse,t-shirt,crossclassified,52
2789,curtain,man,crossclassified,52
2823,buffet,table,hypernymy.2,52
2839,car,train engine,not-covered,52
3292,seasoning,food,hypernymy.2,52
3246,tanker,train,crossclassified,52
127,jet,aircraft,hypernymy.2,52
5781,bottle,glass,co-hyponymy,51
911,gravy,food,hypernymy.2,51
859,cake,plate,crossclassified,51
3667,skater,shoe,crossclassified,51
1816,pan,bowl,co-hyponymy,51
2496,girl,teenager,crossclassified,51
1806,guy,male,hypernymy.2,51
2096,bathtub,toilet,crossclassified,51
2035,gown,dress,hypernymy.2,51
16166,man's,man,not-covered,51
1834,dugout,cap,crossclassified,51
1358,lady,human,crossclassified,51
5030,house,cabin,hypernymy.1,50
9904,cap,wave,crossclassified,50
1311,bench,sofa,co-hyponymy,50
12698,peacock,bird,hypernymy.2,50
9279,cathedral,church,hypernymy.2,50
5729,wheelchair,chair,hypernymy.2,50
8997,table,book,crossclassified,50
2914,man,cake,crossclassified,50
11701,carpet,laptop,crossclassified,50
4204,woman,skirt,hypernymy.1,50
554,pizza,cake,co-hyponymy,50
6388,forward,man,not-covered,50
1579,man,phone,crossclassified,50
705,cow,steer,co-hyponymy,50
13832,truck,dog,crossclassified,49
3394,chair,furniture,hypernymy.2,49
1390,bottle,drink,crossclassified,49
5019,batter,child,crossclassified,49
288,car,window,crossclassified,49
1607,woman,coat,crossclassified,49
4174,fish,food,hypernymy.2,49
1996,sandwich,bun,crossclassified,49
886,table,furniture,hypernymy.2,49
4564,curtain,drapes,synonymy,49
12981,dog,sheep,crossclassified,49
1257,duck,goose,co-hyponymy,49
13264,pug,dog,hypernymy.2,49
337,bridge,fence,crossclassified,49
6652,sauce,hotdog,crossclassified,48
12802,chair,bear,crossclassified,48
706,cow,horse,crossclassified,48
933,counter,kitchen island,crossclassified,48
1809,cat,laptop,crossclassified,48
2567,garage,house,crossclassified,48
7813,bench,beach,crossclassified,48
9851,donut,donuts,synonymy,48
900,counter,wash basin,crossclassified,48
17208,urn,vase,hypernymy.2,48
104,tub,bath,synonymy,48
3789,booth,table,hypernymy.2,48
844,shirt,polo shirt,hypernymy.1,48
2915,pizza,table,crossclassified,48
836,truck,fire truck,hypernymy.1,48
3725,vase,bottle,crossclassified,48
3974,man,batter,crossclassified,48
6682,parka,jacket,hypernymy.2,47
3362,dove,bird,hypernymy.2,47
213,carpet,furniture,co-hyponymy,47
1206,cabinet,dresser,hypernymy.1,47
864,horse,cow,crossclassified,47
8003,bookcase,cabinet,co-hyponymy,47
7985,counter,furniture,hypernymy.2,47
746,shirt,food,crossclassified,47
9782,counter,bathtub,crossclassified,47
3141,man,umpire,crossclassified,47
10645,cereal,food,hypernymy.2,47
3340,bed,bed set,not-covered,47
3288,seasoning,pizza,crossclassified,47
8499,hawk,bird,hypernymy.2,47
6314,pigeon,bird,hypernymy.2,47
20453,bath,shower,co-hyponymy,46
1420,salad,sandwich,crossclassified,46
1374,jeep,vehicle,hypernymy.2,46
2311,pizza,pie,crossclassified,46
2843,car,engine,crossclassified,46
15673,temple,building,hypernymy.2,46
2897,motorcycle,car,co-hyponymy,46
1774,bird,hawk,hypernymy.1,46
10213,armchair,sofa,crossclassified,46
6783,car,motorcycle,co-hyponymy,46
3093,girl,pant,crossclassified,46
4242,hamburger,food,hypernymy.2,46
1532,lady,glass,crossclassified,46
1536,kid,t-shirt,crossclassified,46
993,counter,basin,crossclassified,46
6464,cabinet,stove,crossclassified,46
2733,airplane,vehicle,hypernymy.2,46
3355,catcher,helmet,crossclassified,46
12899,stool,table,crossclassified,46
768,lady,athlete,crossclassified,46
684,man,bat,crossclassified,46
268,cheese,plate,crossclassified,46
1034,counter,knife,crossclassified,45
1216,toast,plate,crossclassified,45
3744,syrup,cake,crossclassified,45
2645,table,cabinet,co-hyponymy,45
1690,bowl,tray,crossclassified,45
2509,sauce,cake,crossclassified,45
154,child,jacket,crossclassified,45
3998,counter,oven,crossclassified,45
1197,cabinet,entertainment center,crossclassified,45
5718,knife,table,crossclassified,45
12552,abbey,building,not-covered,45
1963,guy,skier,crossclassified,45
5049,flower,flowers,synonymy,45
735,plane,vehicle,hypernymy.2,45
4481,girl,umbrella,crossclassified,44
6062,guy,tie,co-hyponymy,44
1793,truck,lorry,hypernymy.1,44
3329,boy,bat,crossclassified,44
2108,jacket,court,crossclassified,44
12137,mozzarella,pizza,crossclassified,44
3354,catcher,shoe,crossclassified,44
1473,apple,food,hypernymy.2,44
7618,house,clock,crossclassified,44
2523,chair,recliner,hypernymy.1,44
574,dresser,desk,co-hyponymy,44
15883,slaw,salad,hypernymy.2,44
11183,kayak,boat,hypernymy.2,44
10082,restaurant,sign,crossclassified,44
1784,jacket,uniform,crossclassified,44
967,train,vehicles,crossclassified,44
1543,coffee,mug,crossclassified,44
3866,man,helmet,crossclassified,44
2470,airplane,helicopter,co-hyponymy,43
4142,curtain,woman,crossclassified,43
2403,fork,plate,crossclassified,43
3454,dugout,helmet,crossclassified,43
7191,plane,runway,crossclassified,43
1310,bench,couch,co-hyponymy,43
9714,cottage,house,hypernymy.2,43
2106,jacket,tuxedo,crossclassified,43
333,shirt,child,crossclassified,43
3756,carpeting,rug,synonymy,43
1825,sandwich,hamburger,hypernymy.1,43
8303,counter,wood,crossclassified,43
776,desk,shelf,crossclassified,43
2711,counter,banana,crossclassified,43
4991,donut,bread,crossclassified,43
1779,woman,chair,crossclassified,43
2202,pot,pan,co-hyponymy,43
24965,bovine,cow,hypernymy.1,43
6876,sheep,dog,crossclassified,43
2207,pot,bowl,co-hyponymy,43
2966,girl,mobile,crossclassified,43
3115,table,pot,crossclassified,42
5088,car,meter,crossclassified,42
19131,jetliner,plane,hypernymy.2,42
2291,cup,coffee cup,hypernymy.1,42
3258,desk,paper,crossclassified,42
3311,table,wood,crossclassified,42
1109,horse,shirt,crossclassified,42
605,cake,wedding cake,hypernymy.1,42
6629,van,door,crossclassified,42
1696,sofa,furniture,hypernymy.2,42
393,salad,pasta,co-hyponymy,42
1464,raincoat,jacket,co-hyponymy,42
405,tub,toilet,crossclassified,42
4430,man,couple,crossclassified,42
5289,shirt,plate,crossclassified,41
2888,kid,baby,hypernymy.1,41
397,man,frisbee player,not-covered,41
1770,sofa,loveseat,hypernymy.1,41
2177,skateboarder,t-shirt,crossclassified,41
9817,cookie,donut,crossclassified,41
3418,sofa,t-shirt,crossclassified,41
4155,boat,ferry,hypernymy.1,41
3435,bread,sub,crossclassified,41
4408,desk,cup,crossclassified,41
420,boy,sky board,not-covered,41
6177,bowl,broccoli,crossclassified,41
100,bird,eagle,hypernymy.1,41
2018,batter,hitter,synonymy,41
3442,boat,yacht,co-hyponymy,41
5147,cheese,sandwich,crossclassified,41
831,bird,goose,hypernymy.1,41
4853,blazer,man,crossclassified,41
522,toddler,kid,hypernymy.2,41
2586,table,floor,co-hyponymy,41
607,batter,shirt,crossclassified,41
4765,bed,t-shirt,crossclassified,41
6143,automobile,van,crossclassified,40
18948,ambulance,car,hypernymy.2,40
2983,dugout,t-shirt,crossclassified,40
5430,shirt,banana,crossclassified,40
9315,goalie,man,crossclassified,40
7966,bench,wall,crossclassified,40
5013,sheep,herd,crossclassified,40
2832,man,suit,crossclassified,40
9728,bookcase,shelves,crossclassified,40
7467,desk,monitor,crossclassified,40
1155,couch,man,crossclassified,40
3036,cabinet,hutch,crossclassified,40
6094,train,track,crossclassified,40
3427,bowl,pot,co-hyponymy,40
2717,table,desktop,crossclassified,40
18215,bird,kite,hypernymy.1,40
3668,skater,boy,crossclassified,39
4630,tent,awning,crossclassified,39
5779,bottle,cup,co-hyponymy,39
586,house,sign,synonymy,39
9349,table,cat,crossclassified,39
2698,woman,hat,crossclassified,39
1321,sofa,table,crossclassified,39
661,vegetable,vegetables,synonymy,39
2594,truck,dump truck,hypernymy.1,39
2373,robe,dress,crossclassified,39
2976,dugout,bench,crossclassified,39
1438,bowl,cereal,crossclassified,39
2205,pot,food,crossclassified,39
958,lady,bag,crossclassified,39
316,boy,children,hypernymy.2,39
5723,bench,bag,crossclassified,39
246,cake,birthday cake,hypernymy.1,39
10730,spoon,fork,co-hyponymy,39
2734,couch,pant,crossclassified,39
3921,truck,pick up truck,not-covered,39
2013,boy,phone,crossclassified,39
5595,dress,chair,crossclassified,39
3067,tomato,food,hypernymy.2,39
5431,car,dog,crossclassified,39
12039,omelette,food,hypernymy.2,38
4518,cabbage,hotdog,crossclassified,38
6279,flower,plant,hypernymy.2,38
5844,pitcher,boy,crossclassified,38
2629,table,pool table,hypernymy.1,38
1507,bench,man,crossclassified,38
4621,girl,plate,crossclassified,38
3356,lady,cap,crossclassified,38
620,counter,bowl,crossclassified,38
4122,coat,person,crossclassified,38
16,sandwich,cake,crossclassified,38
6407,milk,food,hypernymy.2,38
2559,sauce,soup,crossclassified,38
8137,booth,phone booth,hypernymy.1,38
5400,dress,sweater,crossclassified,38
3719,woman,cake,crossclassified,38
3568,jar,bottle,co-hyponymy,37
10825,aircraft,kite,crossclassified,37
2428,lamp,streetlight,hypernymy.1,37
1029,batter,jersey,crossclassified,37
3964,desk,dresser,co-hyponymy,37
15431,cake,train,crossclassified,37
4164,bidet,toilet,crossclassified,37
1514,woman,skateboarder,crossclassified,37
1642,woman,boy,crossclassified,37
4820,carpet,shirt,crossclassified,37
6916,lady,plate,crossclassified,37
9692,gravy,sauce,hypernymy.2,37
472,airplane,vehicles,hypernymy.2,37
6271,beef,food,hypernymy.2,37
11448,moped,wheel,crossclassified,37
18991,fork,knife,crossclassified,37
3010,chair,office chair,not-covered,37
5055,toddler,baby,crossclassified,37
284,house,roof,crossclassified,37
17095,desk,flowerpot,crossclassified,37
1293,bed,man,crossclassified,37
902,cafe,building,hypernymy.2,37
1499,truck,automobile,co-hyponymy,37
665,boy,clothing,crossclassified,36
23423,tent,clock,crossclassified,36
1827,desk,keyboarder,not-covered,36
1975,counter,chair,crossclassified,36
872,guy,pant,crossclassified,36
2031,gown,shirt,co-hyponymy,36
1187,bridge,tracks,crossclassified,36
14856,nurse,woman,hypernymy.2,36
7452,bench,fence,crossclassified,36
7187,lady,boy,crossclassified,36
33,zebra,horse,co-hyponymy,36
320,train,caboose,crossclassified,36
5125,chair,baby,crossclassified,36
13806,glider,airplane,co-hyponymy,36
3603,cookie,cake,hypernymy.2,36
8831,car,cat,crossclassified,36
2413,artist,man,crossclassified,36
5046,woman,ball,crossclassified,36
12452,bathrobe,shirt,crossclassified,36
13550,cup,vase,crossclassified,36
5456,lady,pant,crossclassified,36
8450,apartment,house,crossclassified,36
7687,chair,laptop,crossclassified,36
243,table,stand,hypernymy.1,36
2658,pizza,box,crossclassified,36
4196,sauce,pasta,crossclassified,36
4854,blazer,suit jacket,not-covered,36
3473,curtain,wall,crossclassified,36
5252,girl,batter,crossclassified,36
2895,lady,phone,crossclassified,36
5848,table,flower,crossclassified,36
5284,man,table,crossclassified,36
7746,counter,laptop,crossclassified,36
22671,balloon,kite,co-hyponymy,36
20597,dachshund,dog,hypernymy.2,36
466,woman,clothing,crossclassified,36
1513,woman,skater,crossclassified,36
991,counter,tile,crossclassified,36
2536,vase,flower,crossclassified,35
491,dress,outfit,hypernymy.1,35
24093,train's,train,not-covered,35
3865,man,biker,not-covered,35
1942,sandwich,sub,hypernymy.1,35
3351,catcher,umpire,crossclassified,35
4958,cup,wine glass,crossclassified,35
1905,ketchup,food,hypernymy.2,35
1405,vase,cup,crossclassified,35
11022,flower,grass,crossclassified,35
9177,lantern,lamp,hypernymy.2,35
3810,woman,dog,crossclassified,35
5186,car,police car,hypernymy.1,35
1116,pastry,bread,co-hyponymy,35
2120,vase,jug,crossclassified,35
1280,man,ball,co-hyponymy,35
954,boy,skating board,not-covered,35
2126,couch,cushion,crossclassified,35
10055,lemon,lime,co-hyponymy,35
20419,mom,zebra,crossclassified,35
5070,bench,dress,crossclassified,35
1671,donut,sweet,crossclassified,35
1780,woman,table,crossclassified,35
6203,cabinet,refrigerator,crossclassified,35
5740,holstein,cow,not-covered,35
4618,girl,skirt,hypernymy.1,35
3265,train,tree,crossclassified,35
1537,kid,shirt,crossclassified,35
8096,counter,t-shirt,crossclassified,35
7299,bench,book,crossclassified,35
3558,girl,bag,crossclassified,35
5306,bird,dog,crossclassified,35
1033,counter,cutting board,crossclassified,34
14103,restaurant,window,crossclassified,34
18969,bedstead,bed,not-covered,34
9763,shelter,umbrella,hypernymy.1,34
5862,house,t-shirt,crossclassified,34
11526,knife,fork,crossclassified,34
712,dresser,wardrobe,co-hyponymy,34
7693,mare,horse,hypernymy.2,34
1256,boy,cake,crossclassified,34
4406,sauce,sandwich,crossclassified,34
8436,bread,cheese,crossclassified,34
16466,chickadee,bird,hypernymy.2,34
1549,motorcycle,motor vehicle,hypernymy.2,34
7209,counter,vegetables,crossclassified,34
4004,cabbage,food,hypernymy.2,34
4706,dress,skirt,crossclassified,34
8682,part,cake,not-covered,34
4588,pancake,pancakes,synonymy,34
3139,bed,book,crossclassified,34
647,cow,goat,crossclassified,34
15734,bath,elephant,crossclassified,34
9382,horse,horses,synonymy,34
2829,boy,bed,crossclassified,34
14476,bowtie,tie,hypernymy.2,34
3171,horse,pole,crossclassified,34
4249,coat,trench coat,hypernymy.1,34
353,salad,vegetable,crossclassified,34
1633,pie,dessert,crossclassified,34
813,table,t-shirt,crossclassified,34
8371,automobile,truck,co-hyponymy,34
2770,hat,beanie,crossclassified,34
14730,dress,kimono,crossclassified,34
4859,truck,box truck,not-covered,34
5366,chair,boy,crossclassified,34
11602,baby,zebra,crossclassified,33
5078,lady,chair,crossclassified,33
17091,bench,wooden leg,crossclassified,33
14975,chick,bird,synonymy,33
8440,hat,umbrella,crossclassified,33
5024,truck,semivitreous,not-covered,33
10252,marquee,sign,crossclassified,33
579,castle,church,crossclassified,33
20592,counter,umbrella,crossclassified,33
7575,buffalo,cow,crossclassified,33
8765,dress,toy,crossclassified,33
1301,shirt,bat,crossclassified,33
3770,table,board,synonymy,33
15366,cabbage,salad,crossclassified,33
1888,bridge,car,crossclassified,33
742,lady,pizza,crossclassified,33
1202,cabinet,hatstand,not-covered,33
4323,desk,floor,crossclassified,33
3808,shirt,torso,crossclassified,33
3344,chair,bed,crossclassified,33
3891,boy,frisbee player,not-covered,33
24959,canine,dog,hypernymy.1,33
1535,kid,shoe,crossclassified,33
2022,table,meal,crossclassified,33
16707,croissant,sandwich,crossclassified,33
9479,engine,train,crossclassified,33
3775,bowl,apple,crossclassified,33
7590,aircraft,wing,crossclassified,32
1526,bowl,fruit bowl,not-covered,32
10089,man,banana,crossclassified,32
5695,sofa,laptop,crossclassified,32
820,guy,skateboard,crossclassified,32
3976,van,suv,crossclassified,32
1467,rug,area rug,not-covered,32
2653,horse,pant,crossclassified,32
10331,shirt,laptop,crossclassified,32
7511,airplane,kite,crossclassified,32
5775,table,mouse,crossclassified,32
4337,rug,bed,crossclassified,32
22840,penguin,bird,hypernymy.2,32
24347,train,elephant,crossclassified,32
3731,peacoat,jacket,hypernymy.2,32
7554,counter,tap,crossclassified,32
10490,seabird,bird,hypernymy.2,32
1087,dress,coat,crossclassified,32
3592,dog,statue,crossclassified,32
21228,truck.,truck,not-covered,32
6245,man,gamer,crossclassified,32
6202,cabinet,fridge,crossclassified,32
2278,beer,glass,crossclassified,32
4670,car,subway,crossclassified,32
6068,wrap,hat,crossclassified,32
997,boat,rowboat,hypernymy.1,32
2920,boat,wheel,crossclassified,32
2113,spoon,food,crossclassified,32
6927,carpet,pant,crossclassified,32
3504,car,door,crossclassified,32
20844,cake,mirror,crossclassified,32
6517,pheasant,bird,hypernymy.2,32
9172,man,bike,crossclassified,32
2083,shirt,necklace,crossclassified,32
6182,aeroplane,jet,not-covered,32
6508,lady,snowboarder,crossclassified,32
