,word1,word2,relation,freq. (unord),"freq. (w1,w2)","freq. (w2,w1)"
711,human,skateboarder,crossclassified,45,0,45
3767,chair,wheelchair,hypernymy.1,45,7,38
6003,bridge,sidewalk,crossclassified,45,28,17
1163,helmet,skateboarder,crossclassified,45,0,45
8628,dog,rug,crossclassified,45,9,36
3686,carpet,couch,crossclassified,45,27,18
2893,desk,floor,crossclassified,45,32,13
1634,dress,kimono,crossclassified,45,28,17
3348,chair,girl,crossclassified,44,28,16
4153,girl,skater,crossclassified,44,33,11
5558,cap,skateboarder,crossclassified,44,0,44
2333,cat,hat,crossclassified,44,0,44
4371,counter,cup,crossclassified,44,44,0
1543,curtain,shower,crossclassified,44,22,22
2854,shirt,table,crossclassified,44,11,33
3367,car,meter,crossclassified,44,44,0
399,crust,pizza,crossclassified,44,8,36
1931,sink,washbasin,hypernymy.1,44,44,0
1677,bird,peacock,hypernymy.1,44,26,18
634,tie,woman,crossclassified,44,0,44
3419,bird,hummingbird,hypernymy.1,44,44,0
2564,dog,woman,crossclassified,44,0,44
3384,restaurant,store,crossclassified,43,37,6
6773,building,bus,crossclassified,43,27,16
1554,food,toast,hypernymy.1,43,30,13
538,bench,woman,crossclassified,43,12,31
1295,person,shoe,crossclassified,43,19,24
3093,tent,umbrella,crossclassified,43,15,28
3460,urn,vase,hypernymy.2,43,0,43
3801,bottle,glass,co-hyponymy,43,40,3
1697,bridge,fence,crossclassified,43,43,0
4294,couch,dress,crossclassified,43,41,2
607,t-shirt,table,crossclassified,43,0,43
2415,bed,girl,crossclassified,43,20,23
2337,dugout,helmet,crossclassified,43,43,0
4215,cabinet,closet,co-hyponymy,42,42,0
2502,building,shed,hypernymy.1,42,4,38
2271,catcher,helmet,crossclassified,42,42,0
815,horse,shirt,crossclassified,42,42,0
1114,bowl,vase,crossclassified,42,22,20
1803,bar,table,hypernymy.2,42,11,31
1055,counter,glass,crossclassified,42,42,0
2111,couch,woman,crossclassified,42,30,12
2349,curtain,wall,crossclassified,42,22,20
3803,batter,child,crossclassified,42,10,32
561,bird,ostrich,hypernymy.1,42,25,17
36,mom,woman,crossclassified,41,0,41
1469,food,spoon,crossclassified,41,9,32
1132,couple,woman,crossclassified,41,8,33
3172,bed,t-shirt,crossclassified,41,41,0
2957,cheese,sandwich,crossclassified,41,1,40
1250,desk,dresser,co-hyponymy,41,25,16
1193,food,fruit,crossclassified,41,20,21
2268,catcher,umpire,crossclassified,41,33,8
1370,chair,counter,crossclassified,41,1,40
2610,girl,hair,crossclassified,41,28,13
2013,bench,dugout,crossclassified,41,0,41
986,sink,table,crossclassified,41,39,2
2545,bench,booth,crossclassified,41,19,22
3536,cabin,house,hypernymy.2,41,0,41
2665,bagel,donut,crossclassified,41,16,25
1595,pole,train,crossclassified,41,0,41
2499,house,shed,crossclassified,41,14,27
655,dog,hat,crossclassified,41,4,37
209,ball,girl,crossclassified,40,0,40
1026,bowl,cereal,crossclassified,40,39,1
488,sunglasses,woman,crossclassified,40,0,40
2405,bun,burger,crossclassified,40,34,6
5824,carpet,desk,crossclassified,40,27,13
30,child,skater,crossclassified,40,13,27
2275,airplane,train,crossclassified,40,11,29
10615,desk,flowerpot,crossclassified,40,40,0
419,counter,shelf,crossclassified,40,31,9
1122,camera,man,crossclassified,40,0,40
1269,man,motorcycle,crossclassified,40,18,22
2020,dugout,t-shirt,crossclassified,40,40,0
3034,girl,surfer,crossclassified,40,5,35
691,chef,man,crossclassified,40,0,40
3322,herd,sheep,crossclassified,40,0,40
702,blender,pitcher,crossclassified,39,32,7
384,bowl,orange,crossclassified,39,39,0
693,man,pizza,crossclassified,39,38,1
2517,shirt,skateboarder,crossclassified,39,1,38
987,bottle,drink,crossclassified,39,39,0
285,girl,human,crossclassified,39,39,0
45,jacket,parka,hypernymy.1,39,39,0
928,bat,shirt,crossclassified,39,0,39
2270,catcher,shoe,crossclassified,39,39,0
1291,man,skating,crossclassified,39,39,0
578,desk,shelf,crossclassified,39,30,9
3843,flower,table,crossclassified,39,0,39
429,building,sign,co-hyponymy,39,30,9
2330,boat,yacht,co-hyponymy,39,39,0
3004,jacket,robe,crossclassified,39,20,19
862,armoire,cabinet,crossclassified,39,0,39
852,dish,food,hypernymy.2,39,5,34
3639,car,dog,crossclassified,39,25,14
2878,book,woman,crossclassified,38,0,38
1642,boy,snowboarder,crossclassified,38,9,29
728,blouse,dress,crossclassified,38,0,38
6558,laptop,shirt,crossclassified,38,0,38
1278,bowl,bucket,co-hyponymy,38,13,25
2186,bag,man,crossclassified,38,0,38
2716,bat,boy,crossclassified,38,0,38
3762,bag,bench,crossclassified,38,0,38
675,building,hotel,hypernymy.1,38,38,0
37,sweater,woman,crossclassified,38,2,36
768,cyclist,man,crossclassified,37,0,37
1689,man,soldier,hypernymy.1,37,37,0
183,man,shorts,crossclassified,37,37,0
1929,bed,boy,crossclassified,37,10,27
2089,pizza,salad,co-hyponymy,37,30,7
3534,remote,table,crossclassified,37,0,37
4086,chair,curtain,crossclassified,37,9,28
1178,donut,sweet,crossclassified,37,37,0
368,dress,t-shirt,crossclassified,37,36,1
1440,knife,pizza,crossclassified,37,27,10
744,boat,rowboat,hypernymy.1,37,37,0
4629,door,train,crossclassified,37,0,37
5421,airplane,plain,crossclassified,37,37,0
8958,cabinet,vanity,crossclassified,37,34,3
3491,plate,shirt,crossclassified,36,0,36
1410,cap,skier,crossclassified,36,0,36
681,couch,sectional,crossclassified,36,36,0
4926,motorcycle,tyre,crossclassified,36,36,0
1869,couch,seat,hypernymy.2,36,22,14
1403,meal,table,crossclassified,36,0,36
445,train,window,crossclassified,36,36,0
2726,bed,crib,crossclassified,36,29,7
6403,restaurant,storefront,crossclassified,36,28,8
3230,boy,pant,crossclassified,36,36,0
1443,necklace,shirt,crossclassified,36,0,36
2562,building,tree,crossclassified,36,11,25
1113,pizza,tomato,crossclassified,36,36,0
4124,planter,vase,crossclassified,36,10,26
1964,food,fork,crossclassified,36,3,33
1318,bridge,car,crossclassified,36,34,2
5660,car,cat,crossclassified,36,36,0
4969,chair,laptop,crossclassified,36,36,0
5140,bench,wall,crossclassified,35,25,10
1225,bus,vehicle,hypernymy.2,35,35,0
2467,shirt,torso,crossclassified,35,35,0
4715,bench,book,crossclassified,35,35,0
3309,pant,skateboarder,crossclassified,35,0,35
5620,dress,toy,crossclassified,35,34,1
1391,burger,table,crossclassified,35,0,35
2161,chair,pillow,crossclassified,35,35,0
1407,human,skier,crossclassified,35,0,35
3836,cabinet,drawer,crossclassified,35,35,0
1617,island,table,crossclassified,34,6,28
1294,human,person,crossclassified,34,0,34
9043,bowtie,tie,hypernymy.2,34,34,0
492,eyeglass,woman,crossclassified,34,0,34
6005,horse,horses,synonymy,34,34,0
316,kid,skater,crossclassified,34,0,34
1306,phone,table,crossclassified,34,0,34
6194,bookcase,shelf,crossclassified,34,0,34
3546,barn,house,crossclassified,34,7,27
6054,couch,wood,crossclassified,34,34,0
1479,couch,cushion,crossclassified,34,34,0
4328,planter,pot,hypernymy.2,34,10,24
703,blender,cup,crossclassified,34,31,3
1553,face,man,co-hyponymy,34,19,15
2777,curtain,woman,crossclassified,34,24,10
3135,dress,skirt,crossclassified,34,34,0
407,boy,teen,crossclassified,34,34,0
1043,pottery,vase,crossclassified,34,8,26
1505,bear,chair,crossclassified,34,6,28
2118,bed,book,crossclassified,34,34,0
557,donut,shirt,crossclassified,34,0,34
2911,dog,pug,hypernymy.1,33,33,0
1823,jacket,snowboarder,crossclassified,33,10,23
544,house,wall,crossclassified,33,29,4
2899,head,woman,crossclassified,33,0,33
2204,mirror,train,crossclassified,33,0,33
2209,girl,toy,crossclassified,33,33,0
1719,man,plate,crossclassified,33,33,0
1679,kid,skier,crossclassified,33,0,33
2145,horse,pole,crossclassified,33,33,0
2141,table,toy,crossclassified,33,33,0
6408,banana,man,crossclassified,33,0,33
249,shirt,toothbrush,crossclassified,33,31,2
5938,counter,furniture,hypernymy.2,33,33,0
3452,dog,jacket,crossclassified,33,5,28
3024,cheese,hotdog,crossclassified,33,2,31
1567,bridge,railway,crossclassified,33,33,0
1737,bed,shirt,crossclassified,33,27,6
1806,horse,pant,crossclassified,33,33,0
2745,shirt,watch,crossclassified,33,33,0
1639,hotdog,sausage,hypernymy.2,33,33,0
2643,shoe,snowboarder,crossclassified,32,0,32
218,house,roof,crossclassified,32,26,6
883,lamp,streetlight,hypernymy.1,32,26,6
3498,man,photographer,crossclassified,32,32,0
426,building,cathedral,hypernymy.1,32,32,0
1441,burger,pizza,crossclassified,32,0,32
2430,dog,statue,crossclassified,32,32,0
277,bench,benches,synonymy,32,24,8
1336,man,watch,crossclassified,32,32,0
2722,bottle,man,crossclassified,32,0,32
4164,dugout,players,crossclassified,32,32,0
4485,sandwich,shirt,crossclassified,32,1,31
3674,building,wall,crossclassified,32,17,15
577,skateboarder,skating,crossclassified,32,32,0
5484,building,storefront,crossclassified,32,24,8
1720,food,man,crossclassified,32,0,32
1963,food,vegetables,hypernymy.1,31,20,11
3815,batter,woman,crossclassified,31,5,26
1975,boat,wheel,crossclassified,31,31,0
2998,airplane,biplane,hypernymy.1,31,31,0
2475,human,skater,crossclassified,31,0,31
4794,boy,catcher,crossclassified,31,22,9
2963,cow,yak,crossclassified,31,31,0
1592,building,train,crossclassified,31,2,29
2616,cabinet,wooden,crossclassified,31,31,0
1863,bridge,wall,crossclassified,31,31,0
936,ewe,sheep,hypernymy.2,31,0,31
2200,couch,girl,crossclassified,31,29,2
3110,buffet,counter,synonymy,31,11,20
1050,sandwich,table,crossclassified,31,3,28
1216,boat,bridge,crossclassified,31,6,25
684,person,pitcher,hypernymy.1,31,0,31
9630,cake,train,crossclassified,31,17,14
406,class,woman,hypernymy.1,31,0,31
857,bridge,tracks,crossclassified,31,14,17
646,mobile,shirt,crossclassified,31,0,31
371,bench,child,crossclassified,31,24,7
2992,building,door,co-hyponymy,30,14,16
2226,carriage,train,crossclassified,30,4,26
7377,man,wheel,co-hyponymy,30,30,0
6891,cat,floor,crossclassified,30,19,11
2795,fish,food,hypernymy.2,30,13,17
458,bowl,counter,crossclassified,30,0,30
1179,jacket,scarf,crossclassified,30,30,0
1048,apple,food,hypernymy.2,30,27,3
2254,kid,woman,crossclassified,30,0,30
2773,chair,wood,crossclassified,30,30,0
1794,plane,wings,crossclassified,30,30,0
4063,cabinet,refrigerator,crossclassified,30,21,9
788,donut,table,crossclassified,30,0,30
4624,dessert,donut,crossclassified,30,1,29
1014,salad,vegetable,crossclassified,30,30,0
267,zebra,zebras,synonymy,30,30,0
1268,man,rider,crossclassified,30,30,0
5636,car,dashboard,crossclassified,30,30,0
4657,airplane,runway,crossclassified,30,25,5
6515,bookshelf,shelves,hypernymy.2,30,30,0
4800,bench,fence,crossclassified,29,24,5
4689,food,pancake,hypernymy.1,29,11,18
5053,beach,sand,crossclassified,29,19,10
2291,cake,girl,crossclassified,29,0,29
2106,fork,table,crossclassified,29,7,22
79,dugout,gallery,crossclassified,29,29,0
6474,flight,plane,crossclassified,29,0,29
1420,cat,feline,hypernymy.2,29,29,0
300,bathtub,toilet,crossclassified,29,19,10
535,arm,shirt,crossclassified,29,1,28
3155,apple,bowl,crossclassified,29,0,29
1571,car,sedan,hypernymy.1,29,29,0
3268,dog,sofa,crossclassified,29,26,3
566,animal,bird,hypernymy.1,29,0,29
813,airline,airplane,crossclassified,29,0,29
3262,bowtie,shirt,crossclassified,29,0,29
136,bathrobe,robe,hypernymy.2,29,0,29
5332,counter,wood,crossclassified,29,29,0
1693,pizza,topping,crossclassified,29,29,0
3941,family,woman,crossclassified,29,0,29
242,boxcar,train,crossclassified,29,0,29
7709,bench,boy,crossclassified,29,19,10
560,bird,vulture,hypernymy.1,29,29,0
3532,child,player,co-hyponymy,29,25,4
2487,knife,plate,crossclassified,29,16,13
372,bench,girl,crossclassified,29,23,6
226,bird,dove,hypernymy.1,29,29,0
1552,bowl,meal,crossclassified,29,29,0
7261,bird,peak,crossclassified,29,29,0
4228,floor,shoe,crossclassified,29,29,0
1784,jacket,phone,crossclassified,29,29,0
220,car,window,crossclassified,29,27,2
877,bread,plate,crossclassified,28,26,2
1083,boat,chair,crossclassified,28,28,0
3854,house,t-shirt,crossclassified,28,28,0
1980,bed,bellow,crossclassified,28,28,0
7366,cabinet,mirror,crossclassified,28,8,20
1271,bike,man,crossclassified,28,3,25
3672,bed,keyboard,crossclassified,28,28,0
2664,chef,woman,crossclassified,28,0,28
738,counter,tile,crossclassified,28,28,0
6106,jacket,tuxedo,crossclassified,28,28,0
645,cake,fork,crossclassified,28,7,21
1134,table,vegetables,crossclassified,28,28,0
1345,hoagie,sandwich,hypernymy.2,28,0,28
6268,donut,donuts,synonymy,28,17,11
1396,boy,male,hypernymy.2,28,28,0
719,child,helmet,crossclassified,28,28,0
4491,carpet,pant,crossclassified,28,28,0
1816,cook,woman,crossclassified,28,0,28
4557,counter,knife,crossclassified,28,27,1
1550,boy,plate,crossclassified,28,28,0
341,cake,toy,crossclassified,28,25,3
442,carpet,mat,co-hyponymy,28,28,0
366,dress,outfit,hypernymy.1,28,28,0
1397,boy,phone,crossclassified,28,28,0
3335,bed,quilt,crossclassified,28,28,0
190,duck,goose,co-hyponymy,28,7,21
8460,curtain,table,crossclassified,28,27,1
8159,motorcycle,t-shirt,crossclassified,28,28,0
2629,bed,child,crossclassified,27,14,13
5582,pizza,snack,crossclassified,27,27,0
486,cow,dog,co-hyponymy,27,16,11
3657,skateboarder,snowboarder,crossclassified,27,0,27
119,cake,knife,crossclassified,27,10,17
2729,baby,bed,crossclassified,27,5,22
3618,cat,shirt,crossclassified,27,11,16
6197,shelf,shelves,synonymy,27,27,0
2705,sleeveless,woman,crossclassified,27,0,27
3785,bed,dress,crossclassified,27,23,4
6965,apron,shirt,crossclassified,27,5,22
1675,surfer,t-shirt,crossclassified,27,27,0
980,suv,truck,crossclassified,27,7,20
273,lettuce,vegetable,hypernymy.2,27,27,0
2480,skater,t-shirt,crossclassified,27,27,0
1401,bowl,rice,crossclassified,27,16,11
1589,bear,toy,crossclassified,27,0,27
2615,cabinet,wood,crossclassified,27,27,0
1471,child,couch,crossclassified,27,1,26
2887,eyeglass,man,crossclassified,27,0,27
4300,chest,shirt,crossclassified,27,0,27
62,dog,man,crossclassified,27,1,26
2199,couch,remote,crossclassified,27,22,5
251,brush,shirt,crossclassified,27,0,27
2910,mirror,truck,crossclassified,27,1,26
4665,sink,tub,crossclassified,27,15,12
4174,curtain,drape,synonymy,27,27,0
4016,bottle,jar,co-hyponymy,27,9,18
1506,chair,doll,crossclassified,27,27,0
542,spoon,table,crossclassified,27,2,25
800,beer,glass,crossclassified,27,10,17
1286,dugout,shirt,crossclassified,27,21,6
1565,bridge,bus,crossclassified,27,27,0
2783,boat,dock,crossclassified,27,27,0
1335,man,worker,hypernymy.2,27,27,0
1411,shirt,skier,crossclassified,27,0,27
2792,toilet,urinal,co-hyponymy,27,19,8
1128,dugout,team,crossclassified,27,27,0
1402,dinner,table,crossclassified,26,0,26
3685,boat,train,crossclassified,26,20,6
5579,cat,shoe,crossclassified,26,26,0
2880,food,pot,crossclassified,26,1,25
3084,donut,plate,crossclassified,26,26,0
2934,glass,jacket,crossclassified,26,0,26
1439,carpet,furniture,co-hyponymy,26,25,1
2876,person,t-shirt,crossclassified,26,25,1
1667,child,plate,crossclassified,26,26,0
3133,bed,toy,co-hyponymy,26,26,0
7962,field,grass,crossclassified,26,7,19
5686,motor,motorcycle,crossclassified,26,0,26
5860,box,table,crossclassified,26,11,15
5476,child,phone,crossclassified,26,26,0
740,basin,counter,crossclassified,26,0,26
3122,bed,sheets,co-hyponymy,26,26,0
4354,hotdog,ketchup,crossclassified,26,26,0
1197,fruit,plate,crossclassified,26,19,7
2101,car,windshield,crossclassified,26,20,6
5575,batter,shoe,crossclassified,26,21,5
865,cabinet,television,crossclassified,26,18,8
1700,bridge,railing,crossclassified,26,26,0
1535,dessert,table,crossclassified,26,0,26
1774,basin,sink,hypernymy.2,26,0,26
6632,car,light,crossclassified,26,26,0
597,boat,t-shirt,crossclassified,26,26,0
946,giraffe,pole,crossclassified,26,26,0
7867,animal,bear,hypernymy.1,26,10,16
2711,boat,truck,crossclassified,26,24,2
1724,wheel,woman,crossclassified,26,0,26
1257,bag,jacket,crossclassified,26,0,26
76,dugout,stand,crossclassified,26,26,0
3359,bucket,cup,co-hyponymy,26,11,15
114,player,shirt,crossclassified,26,3,23
7950,bird,toucan,hypernymy.1,26,26,0
4218,bread,donut,crossclassified,26,12,14
1745,gravy,sauce,hypernymy.2,26,9,17
2371,cook,man,co-hyponymy,25,0,25
3221,cat,pillow,crossclassified,25,25,0
4216,cabinet,wardrobe,co-hyponymy,25,22,3
2350,cloth,curtain,crossclassified,25,0,25
1848,banana,counter,crossclassified,25,3,22
5534,pizza,snacks,crossclassified,25,25,0
4398,bike,car,co-hyponymy,25,0,25
635,knife,woman,crossclassified,25,0,25
476,hotdog,mustard,crossclassified,25,10,15
1302,bed,wood,crossclassified,25,25,0
1337,hotdog,plate,crossclassified,25,24,1
2978,cloth,dress,crossclassified,25,0,25
3398,baby,chair,crossclassified,25,1,24
3167,donut,jacket,crossclassified,25,0,25
1683,clothing,suit,hypernymy.1,25,0,25
5675,counter,washbasin,crossclassified,25,25,0
2223,goose,swan,crossclassified,25,3,22
1073,house,wooden,crossclassified,25,25,0
4144,hat,helmet,co-hyponymy,25,4,21
6282,sink,tap,co-hyponymy,25,25,0
3489,metro,train,crossclassified,25,0,25
929,dog,plate,crossclassified,25,25,0
1144,tractor,truck,hypernymy.2,25,1,24
3030,bus,car,hypernymy.2,25,14,11
914,bird,stork,hypernymy.1,25,25,0
5215,counter,t-shirt,crossclassified,25,25,0
7789,bun,donut,crossclassified,25,0,25
1481,animal,couch,crossclassified,25,0,25
1379,bread,table,crossclassified,25,2,23
1650,cap,girl,crossclassified,25,0,25
5411,hat,umbrella,crossclassified,25,15,10
669,sink,sinks,synonymy,25,25,0
3471,athlete,player,co-hyponymy,25,2,23
1607,t-shirt,truck,crossclassified,25,0,25
5,man,uniform,crossclassified,25,25,0
6871,building,hut,crossclassified,25,7,18
1664,woman,women,synonymy,25,25,0
3881,nurse,woman,hypernymy.2,25,7,18
3261,collar,shirt,crossclassified,25,9,16
9065,legs,shoe,crossclassified,25,14,11
5094,paper,table,crossclassified,25,0,25
2579,food,grill,crossclassified,25,0,25
2539,bed,bedcover,crossclassified,25,25,0
3470,athlete,batter,hypernymy.1,25,4,21
614,sea,surfer,crossclassified,24,0,24
4189,flock,sheep,crossclassified,24,0,24
5613,bag,bed,crossclassified,24,0,24
1854,carpet,carpeting,synonymy,24,24,0
6626,glove,mitt,synonymy,24,24,0
69,dugout,railing,crossclassified,24,24,0
2574,bed,sheet,co-hyponymy,24,24,0
2513,cap,horse,crossclassified,24,0,24
254,dock,pier,synonymy,24,14,10
1102,hotdog,jacket,crossclassified,24,0,24
2445,dog,poodle,hypernymy.1,24,24,0
774,clothes,shirt,crossclassified,24,0,24
4191,boy,goalie,crossclassified,24,21,3
2702,automobile,motorcycle,co-hyponymy,24,0,24
2744,dog,shirt,crossclassified,24,6,18
2689,counter,oven,crossclassified,24,19,5
1387,boy,skateboard,crossclassified,24,24,0
8964,cellphone,phone,hypernymy.2,24,0,24
860,shirt,shoulder,crossclassified,24,24,0
1926,bench,bridge,crossclassified,24,13,11
3974,boat,wood,crossclassified,24,24,0
4162,bird,penguin,hypernymy.1,24,12,12
1229,bus,wheel,crossclassified,24,24,0
676,food,stew,hypernymy.1,24,24,0
2606,container,food,crossclassified,24,0,24
2347,curtain,t-shirt,crossclassified,24,24,0
4955,class,man,crossclassified,24,0,24
853,dinner,food,hypernymy.2,24,0,24
5866,cabinet,fridge,crossclassified,24,24,0
2351,curtain,shirt,crossclassified,24,23,1
508,shirt,skater,crossclassified,24,2,22
545,house,shirt,crossclassified,24,24,0
3670,bed,desk,crossclassified,24,20,4
2158,couch,floor,crossclassified,24,24,0
723,bed,bedroom,crossclassified,24,24,0
7154,bed,shoe,crossclassified,24,24,0
4881,apple,table,crossclassified,23,0,23
3563,sweater,sweatshirt,hypernymy.1,23,8,15
4017,glass,jar,co-hyponymy,23,1,22
1116,man,mobile,crossclassified,23,23,0
