	vg_img_id	vg_object_id	vg_obj_name	vg_domain	top_resonse_domain	url	#bbox	#other	#other_reasons	#occl
11987	2342859	3459197	sofa	home	$pillow	http://object-naming-amore.upf.edu//2342859_3459197_seed_ambiguous.png	3	2	['#other_animal$2']	2
29821	2327277	3374183	bench	home	vehicles	http://object-naming-amore.upf.edu//2327277_3374183_supercat_unique.png	3	2	['#other_animal$1', '#other_birds$1']	2
5307	2328523	3397608	curtain	home	$bow	http://object-naming-amore.upf.edu//2328523_3397608_supercat_unique.png	3	1	['#other_not sure what this is called$1']	2
11569	2386173	1288686	house	buildings	buildings	http://object-naming-amore.upf.edu//2386173_1288686_singleton_obj.png	3	1	['#other_animal$1']	2
22863	2372837	3731034	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2372837_3731034_singleton_obj.png	3	0	[]	2
14670	2389749	1257561	person	people	$fruits	http://object-naming-amore.upf.edu//2389749_1257561_singleton_obj.png	3	0	[]	2
14104	2337876	2524396	woman	people	people	http://object-naming-amore.upf.edu//2337876_2524396_seed_ambiguous.png	3	0	[]	2
3061	2369109	3865240	desk	home	$desktop	http://object-naming-amore.upf.edu//2369109_3865240_singleton_obj.png	3	0	[]	2
6077	2342371	3482312	couch	home	$pants	http://object-naming-amore.upf.edu//2342371_3482312_supercat_unique.png	3	0	[]	2
6203	2403785	3815626	desk	home	$paper	http://object-naming-amore.upf.edu//2403785_3815626_supercat_unique.png	3	0	[]	2
1491	2336805	2911826	bed	home	home	http://object-naming-amore.upf.edu//2336805_2911826_supercat_unique.png	3	0	[]	2
2375	2367292	623474	bed	home	home	http://object-naming-amore.upf.edu//2367292_623474_supercat_unique.png	3	0	[]	2
7736	2358591	2780411	carpet	home	home	http://object-naming-amore.upf.edu//2358591_2780411_supercat_unique.png	3	0	[]	2
8574	2344288	2527973	chair	home	home	http://object-naming-amore.upf.edu//2344288_2527973_supercat_unique.png	3	0	[]	2
9977	2342870	2182543	booth	home	home	http://object-naming-amore.upf.edu//2342870_2182543_seed_ambiguous.png	3	0	[]	2
11245	2365228	1691794	cup	home	home	http://object-naming-amore.upf.edu//2365228_1691794_supercat_unique.png	3	0	[]	2
14868	2365085	636601	rug	home	home	http://object-naming-amore.upf.edu//2365085_636601_supercat_unique.png	3	0	[]	2
10937	2340936	2406578	helmet	clothing	clothing	http://object-naming-amore.upf.edu//2340936_2406578_singleton_obj.png	3	0	[]	2
6113	2411682	308247	house	buildings	$elephant	http://object-naming-amore.upf.edu//2411682_308247_singleton_obj.png	3	0	[]	2
23743	2408556	259396	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2408556_259396_singleton_obj.png	3	0	[]	2
23295	2408442	365157	shelter	buildings	home	http://object-naming-amore.upf.edu//2408442_365157_supercat_unique.png	3	0	[]	2
8154	2388418	1268985	horse	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2388418_1268985_seed_ambiguous.png	3	0	[]	2
3051	2343946	2396042	horse	animals_plants	people	http://object-naming-amore.upf.edu//2343946_2396042_singleton_obj.png	3	0	[]	2
20380	2378872	1363584	rail	vehicles	home	http://object-naming-amore.upf.edu//2378872_1363584_supercat_ambiguous.png	2	1	['#other_animal$1']	2
7501	2402492	1135372	carpet	home	$wall	http://object-naming-amore.upf.edu//2402492_1135372_supercat_unique.png	2	1	['#other_laptop$1']	2
14566	2394029	1214861	cow	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2394029_1214861_seed_ambiguous.png	2	1	['#other_animal$1']	2
21033	2360362	1866777	truck	vehicles	$pant	http://object-naming-amore.upf.edu//2360362_1866777_supercat_unique.png	2	0	[]	2
7354	2383025	695180	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2383025_695180_singleton_obj.png	2	0	[]	2
12257	2317528	2821207	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2317528_2821207_seed_ambiguous.png	2	0	[]	2
26960	2369710	2398305	man	people	$people	http://object-naming-amore.upf.edu//2369710_2398305_supercat_unique.png	2	0	[]	2
29684	2353289	847538	widow	people	$sign	http://object-naming-amore.upf.edu//2353289_847538_supercat_ambiguous.png	2	0	[]	2
3482	2359548	3208618	lady	people	clothing	http://object-naming-amore.upf.edu//2359548_3208618_supercat_unique.png	2	0	[]	2
382	2363736	3505308	woman	people	people	http://object-naming-amore.upf.edu//2363736_3505308_supercat_ambiguous.png	2	0	[]	2
6373	2395075	1208222	counter	home	$pants	http://object-naming-amore.upf.edu//2395075_1208222_supercat_unique.png	2	0	[]	2
8516	2417920	3028832	bench	home	$pants	http://object-naming-amore.upf.edu//2417920_3028832_supercat_unique.png	2	0	[]	2
21097	2373580	3850916	bed	home	$tils	http://object-naming-amore.upf.edu//2373580_3850916_singleton_obj.png	2	0	[]	2
10922	2376278	574267	counter	home	$tooth brush	http://object-naming-amore.upf.edu//2376278_574267_singleton_obj.png	2	0	[]	2
20787	2369625	2684936	curtain	home	$window	http://object-naming-amore.upf.edu//2369625_2684936_singleton_obj.png	2	0	[]	2
22069	2348849	2583637	bench	home	clothing	http://object-naming-amore.upf.edu//2348849_2583637_supercat_unique.png	2	0	[]	2
3414	2350562	2437401	bed	home	home	http://object-naming-amore.upf.edu//2350562_2437401_singleton_obj.png	2	0	[]	2
6661	2358834	2527387	furniture	home	home	http://object-naming-amore.upf.edu//2358834_2527387_singleton_obj.png	2	0	[]	2
8335	2358421	802950	table	home	home	http://object-naming-amore.upf.edu//2358421_802950_singleton_obj.png	2	0	[]	2
14591	2417869	3516847	sofa	home	home	http://object-naming-amore.upf.edu//2417869_3516847_supercat_unique.png	2	0	[]	2
20108	2365552	1782743	counter	home	home	http://object-naming-amore.upf.edu//2365552_1782743_singleton_obj.png	2	0	[]	2
22003	2387750	1273134	bed	home	home	http://object-naming-amore.upf.edu//2387750_1273134_singleton_obj.png	2	0	[]	2
22265	1159440	1593531	table	home	home	http://object-naming-amore.upf.edu//1159440_1593531_singleton_obj.png	2	0	[]	2
24052	2365962	3072758	bed	home	home	http://object-naming-amore.upf.edu//2365962_3072758_supercat_unique.png	2	0	[]	2
24152	2354073	1980487	curtain	home	home	http://object-naming-amore.upf.edu//2354073_1980487_seed_ambiguous.png	2	0	[]	2
5288	2375364	1869978	curtain	home	people	http://object-naming-amore.upf.edu//2375364_1869978_seed_ambiguous.png	2	0	[]	2
24160	2357723	809361	cake	food	food	http://object-naming-amore.upf.edu//2357723_809361_singleton_obj.png	2	0	[]	2
3851	2412071	3805269	shirt	clothing	$hotdog	http://object-naming-amore.upf.edu//2412071_3805269_singleton_obj.png	2	0	[]	2
22467	2366572	627572	shirt	clothing	$scarf	http://object-naming-amore.upf.edu//2366572_627572_supercat_unique.png	2	0	[]	2
1055	2396645	441920	tie	clothing	clothing	http://object-naming-amore.upf.edu//2396645_441920_singleton_obj.png	2	0	[]	2
15610	2337643	956871	shirt	clothing	clothing	http://object-naming-amore.upf.edu//2337643_956871_singleton_obj.png	2	0	[]	2
8282	2410661	212355	cap	clothing	people	http://object-naming-amore.upf.edu//2410661_212355_singleton_obj.png	2	0	[]	2
22569	2412741	3803307	hood	clothing	vehicles	http://object-naming-amore.upf.edu//2412741_3803307_supercat_unique.png	2	0	[]	2
26966	2378514	3669110	resort	buildings	$snow	http://object-naming-amore.upf.edu//2378514_3669110_singleton_obj.png	2	0	[]	2
8272	2414272	297644	tent	buildings	$television	http://object-naming-amore.upf.edu//2414272_297644_supercat_unique.png	2	0	[]	2
12207	2384052	692919	carport	buildings	$wheel	http://object-naming-amore.upf.edu//2384052_692919_singleton_obj.png	2	0	[]	2
4297	2323476	2949792	house	buildings	buildings	http://object-naming-amore.upf.edu//2323476_2949792_singleton_obj.png	2	0	[]	2
14307	2352725	3582051	cafe	buildings	buildings	http://object-naming-amore.upf.edu//2352725_3582051_singleton_obj.png	2	0	[]	2
22450	2358607	800880	house	buildings	buildings	http://object-naming-amore.upf.edu//2358607_800880_singleton_obj.png	2	0	[]	2
12240	2344921	912008	shelter	buildings	home	http://object-naming-amore.upf.edu//2344921_912008_supercat_unique.png	2	0	[]	2
23886	2401221	1150127	tent	buildings	people	http://object-naming-amore.upf.edu//2401221_1150127_supercat_unique.png	2	0	[]	2
8791	2378135	1911500	duck	animals_plants	$geese	http://object-naming-amore.upf.edu//2378135_1911500_singleton_obj.png	2	0	[]	2
21337	2407687	3810197	couch	home	$hammock	http://object-naming-amore.upf.edu//2407687_3810197_singleton_obj.png	1	5	['#other_animal$5']	2
29981	2349550	873970	giraffe	animals_plants	$giraffes	http://object-naming-amore.upf.edu//2349550_873970_seed_ambiguous.png	1	4	['#other_animal$4']	2
29840	2345108	1042889	bed	home	home	http://object-naming-amore.upf.edu//2345108_1042889_singleton_obj.png	1	3	['#other_animal$3']	2
5578	2359129	3540011	car	vehicles	$boxes	http://object-naming-amore.upf.edu//2359129_3540011_singleton_obj.png	1	2	"[""#other_i don't know what this is$1"", ""#other_i don't know what that is$1""]"	2
16742	2348013	885434	chair	home	home	http://object-naming-amore.upf.edu//2348013_885434_singleton_obj.png	1	2	['#other_animal$2']	2
8762	2361062	2564892	chair	home	$computer	http://object-naming-amore.upf.edu//2361062_2564892_seed_ambiguous.png	1	1	['#other_too dark to see$1']	2
7360	2376623	2427602	salsa	food	food	http://object-naming-amore.upf.edu//2376623_2427602_supercat_unique.png	1	1	['#other_the box does not seem to bound any particular object.$1']	2
15066	2360478	2214234	shirt	clothing	home	http://object-naming-amore.upf.edu//2360478_2214234_singleton_obj.png	1	1	['#other_briad$1']	2
15567	2334162	3141628	overpass	buildings	buildings	http://object-naming-amore.upf.edu//2334162_3141628_supercat_unique.png	1	1	['#other_i do not know what that part of the train rail is called$1']	2
12926	2395050	1208442	grill	buildings	vehicles	http://object-naming-amore.upf.edu//2395050_1208442_singleton_obj.png	1	1	['#other_animal$1']	2
9829	2348176	1893698	sheep	animals_plants	animals_plants	http://object-naming-amore.upf.edu//2348176_1893698_singleton_obj.png	1	1	['#other_animal$1']	2
16844	2390644	1248404	car	vehicles	$lights	http://object-naming-amore.upf.edu//2390644_1248404_singleton_obj.png	1	0	[]	2
20245	2342493	933502	truck	vehicles	$mirror	http://object-naming-amore.upf.edu//2342493_933502_supercat_ambiguous.png	1	0	[]	2
12671	2410867	1084879	van	vehicles	$wheel	http://object-naming-amore.upf.edu//2410867_1084879_singleton_obj.png	1	0	[]	2
8706	2379412	553032	boat	vehicles	clothing	http://object-naming-amore.upf.edu//2379412_553032_supercat_unique.png	1	0	[]	2
781	2384917	523501	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2384917_523501_supercat_unique.png	1	0	[]	2
6289	2353764	3576984	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2353764_3576984_seed_ambiguous.png	1	0	[]	2
7575	2371383	739673	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2371383_739673_singleton_obj.png	1	0	[]	2
8321	2327798	3162051	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2327798_3162051_singleton_obj.png	1	0	[]	2
9735	2417809	2936842	truck	vehicles	vehicles	http://object-naming-amore.upf.edu//2417809_2936842_singleton_obj.png	1	0	[]	2
9833	2398909	1174369	boat	vehicles	vehicles	http://object-naming-amore.upf.edu//2398909_1174369_singleton_obj.png	1	0	[]	2
22199	2374565	2241622	moped	vehicles	vehicles	http://object-naming-amore.upf.edu//2374565_2241622_supercat_unique.png	1	0	[]	2
22627	2325480	986260	train	vehicles	vehicles	http://object-naming-amore.upf.edu//2325480_986260_singleton_obj.png	1	0	[]	2
24912	2369009	744386	car	vehicles	vehicles	http://object-naming-amore.upf.edu//2369009_744386_singleton_obj.png	1	0	[]	2
12524	2364022	1704521	woman	people	$umberlla	http://object-naming-amore.upf.edu//2364022_1704521_singleton_obj.png	1	0	[]	2
28719	2355438	829566	kid	people	clothing	http://object-naming-amore.upf.edu//2355438_829566_singleton_obj.png	1	0	[]	2
1603	2358337	3546060	girl	people	people	http://object-naming-amore.upf.edu//2358337_3546060_singleton_obj.png	1	0	[]	2
2821	2317501	2880600	lady	people	people	http://object-naming-amore.upf.edu//2317501_2880600_supercat_ambiguous.png	1	0	[]	2
3561	2346636	2024099	woman	people	people	http://object-naming-amore.upf.edu//2346636_2024099_seed_ambiguous.png	1	0	[]	2
14133	2402269	391159	person	people	people	http://object-naming-amore.upf.edu//2402269_391159_seed_ambiguous.png	1	0	[]	2
15554	2351376	2624463	woman	people	people	http://object-naming-amore.upf.edu//2351376_2624463_singleton_obj.png	1	0	[]	2
26056	2388104	1270654	skier	people	people	http://object-naming-amore.upf.edu//2388104_1270654_singleton_obj.png	1	0	[]	2
20541	2332002	3371425	table	home	$banana	http://object-naming-amore.upf.edu//2332002_3371425_singleton_obj.png	1	0	[]	2
20860	2343535	922655	cabinet	home	$fridge	http://object-naming-amore.upf.edu//2343535_922655_singleton_obj.png	1	0	[]	2
20891	2402813	386098	chair	home	$pant	http://object-naming-amore.upf.edu//2402813_386098_singleton_obj.png	1	0	[]	2
284	2338660	2720600	console	home	$paws	http://object-naming-amore.upf.edu//2338660_2720600_seed_ambiguous.png	1	0	[]	2
14371	2412121	3224254	table	home	$shelf	http://object-naming-amore.upf.edu//2412121_3224254_singleton_obj.png	1	0	[]	2
26833	2372013	3853624	bowl	home	$show	http://object-naming-amore.upf.edu//2372013_3853624_supercat_unique.png	1	0	[]	2
19633	2319505	2961433	cabinet	home	$sink	http://object-naming-amore.upf.edu//2319505_2961433_singleton_obj.png	1	0	[]	2
11093	2359952	1723670	bowl	home	$skatepark	http://object-naming-amore.upf.edu//2359952_1723670_supercat_unique.png	1	0	[]	2
12929	2317769	3234926	bed	home	$toy	http://object-naming-amore.upf.edu//2317769_3234926_singleton_obj.png	1	0	[]	2
4500	2346224	3349412	cabinet	home	$wall	http://object-naming-amore.upf.edu//2346224_3349412_seed_ambiguous.png	1	0	[]	2
1262	2344346	916146	desk	home	animals_plants	http://object-naming-amore.upf.edu//2344346_916146_supercat_unique.png	1	0	[]	2
8311	2378013	2264872	carpet	home	animals_plants	http://object-naming-amore.upf.edu//2378013_2264872_seed_ambiguous.png	1	0	[]	2
21420	2332027	3355789	bench	home	clothing	http://object-naming-amore.upf.edu//2332027_3355789_supercat_unique.png	1	0	[]	2
13069	2412496	2934065	table	home	food	http://object-naming-amore.upf.edu//2412496_2934065_singleton_obj.png	1	0	[]	2
23045	2408057	269105	table	home	food	http://object-naming-amore.upf.edu//2408057_269105_singleton_obj.png	1	0	[]	2
30001	2338763	3616774	furniture	home	food	http://object-naming-amore.upf.edu//2338763_3616774_supercat_unique.png	1	0	[]	2
4	2339281	2089243	couch	home	home	http://object-naming-amore.upf.edu//2339281_2089243_seed_ambiguous.png	1	0	[]	2
508	2400525	1157886	carpet	home	home	http://object-naming-amore.upf.edu//2400525_1157886_supercat_unique.png	1	0	[]	2
2088	2359740	2244434	rug	home	home	http://object-naming-amore.upf.edu//2359740_2244434_singleton_obj.png	1	0	[]	2
3239	2398194	1181768	table	home	home	http://object-naming-amore.upf.edu//2398194_1181768_singleton_obj.png	1	0	[]	2
3545	2348371	1792847	booth	home	home	http://object-naming-amore.upf.edu//2348371_1792847_supercat_unique.png	1	0	[]	2
3829	2381036	542610	bench	home	home	http://object-naming-amore.upf.edu//2381036_542610_singleton_obj.png	1	0	[]	2
4111	2344616	2131548	bench	home	home	http://object-naming-amore.upf.edu//2344616_2131548_seed_ambiguous.png	1	0	[]	2
4474	2383838	1316404	curtain	home	home	http://object-naming-amore.upf.edu//2383838_1316404_supercat_unique.png	1	0	[]	2
4913	2320576	2885005	chair	home	home	http://object-naming-amore.upf.edu//2320576_2885005_supercat_unique.png	1	0	[]	2
4976	2331310	3155703	chair	home	home	http://object-naming-amore.upf.edu//2331310_3155703_supercat_unique.png	1	0	[]	2
5853	2353714	3779337	tub	home	home	http://object-naming-amore.upf.edu//2353714_3779337_singleton_obj.png	1	0	[]	2
6867	2389963	1255468	counter	home	home	http://object-naming-amore.upf.edu//2389963_1255468_supercat_unique.png	1	0	[]	2
7276	2355565	2424628	carpet	home	home	http://object-naming-amore.upf.edu//2355565_2424628_singleton_obj.png	1	0	[]	2
8196	2319343	3486060	curtain	home	home	http://object-naming-amore.upf.edu//2319343_3486060_singleton_obj.png	1	0	[]	2
8787	2400237	410275	rug	home	home	http://object-naming-amore.upf.edu//2400237_410275_seed_ambiguous.png	1	0	[]	2
8904	2379865	549714	table	home	home	http://object-naming-amore.upf.edu//2379865_549714_singleton_obj.png	1	0	[]	2
10021	2344290	916514	cooker	home	home	http://object-naming-amore.upf.edu//2344290_916514_singleton_obj.png	1	0	[]	2
10112	2363233	2216496	counter	home	home	http://object-naming-amore.upf.edu//2363233_2216496_singleton_obj.png	1	0	[]	2
11566	2389044	507132	curtain	home	home	http://object-naming-amore.upf.edu//2389044_507132_seed_ambiguous.png	1	0	[]	2
11862	2340617	2609911	carpet	home	home	http://object-naming-amore.upf.edu//2340617_2609911_singleton_obj.png	1	0	[]	2
11912	2360228	3762279	bed	home	home	http://object-naming-amore.upf.edu//2360228_3762279_singleton_obj.png	1	0	[]	2
12198	2417700	3255085	table	home	home	http://object-naming-amore.upf.edu//2417700_3255085_supercat_ambiguous.png	1	0	[]	2
12720	150303	1074164	furniture	home	home	http://object-naming-amore.upf.edu//150303_1074164_singleton_obj.png	1	0	[]	2
14142	2358594	2651335	carpet	home	home	http://object-naming-amore.upf.edu//2358594_2651335_seed_ambiguous.png	1	0	[]	2
14213	2346486	898958	couch	home	home	http://object-naming-amore.upf.edu//2346486_898958_supercat_unique.png	1	0	[]	2
14227	2357867	1675393	desk	home	home	http://object-naming-amore.upf.edu//2357867_1675393_singleton_obj.png	1	0	[]	2
15591	2316752	3272107	chair	home	home	http://object-naming-amore.upf.edu//2316752_3272107_singleton_obj.png	1	0	[]	2
15836	2370300	1728558	curtain	home	home	http://object-naming-amore.upf.edu//2370300_1728558_seed_ambiguous.png	1	0	[]	2
21043	1546	1543896	carpet	home	home	http://object-naming-amore.upf.edu//1546_1543896_singleton_obj.png	1	0	[]	2
21297	2401307	400781	table	home	home	http://object-naming-amore.upf.edu//2401307_400781_seed_ambiguous.png	1	0	[]	2
