,index,image,object,name,correct1,correct2,correct3,image_url,control_type,rating,type,same_color,reliable1,reliable2,control_type_trimmed
84,84,2332361,3504470,shirt,1.0,,,http://object-naming-amore.upf.edu//2332361_3504470_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['shirt', 'dress shirt'], ['shirt', 'dress shirt'], ['shirt', 'dress shirt'], ['shirt', 'dress shirt']]",True,False,vg_majority
85,85,2332361,3504470,tie,,,1.0,http://object-naming-amore.upf.edu//2332361_3504470_singleton_obj.png,,"[1, 1, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['scarf', 'tie'], ['scarf', 'tie'], ['scarf', 'tie'], ['scarf', 'tie']]",False,False,
86,86,2332753,968617,building,,,,http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['building'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church']]",False,False,
87,87,2332753,968617,cathedral,,,,http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['cathedral'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church']]",False,False,
88,88,2332753,968617,church,,,,http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png,,"[1, 2, 0, 0]","['visual', 'visual', nan, nan]","[['church'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church']]",False,False,
89,89,2332753,968617,clock tower,,,,http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['tower', 'clock tower'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church']]",False,False,
90,90,2332753,968617,kegs,0.75,1.0,,http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png,random,"[2, 2, 2, 1]","['other', 'other', 'visual', 'other']","[['kegs'], ['kegs'], ['kegs'], ['kegs']]",True,True,random
91,91,2332753,968617,tower,,,,http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['tower', 'clock tower'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church'], ['tower', 'building', 'cathedral', 'clock tower', 'church']]",False,False,
92,92,2334401,3271144,man,,,,http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['skier', 'man', 'snowborader', 'snowboarder'], ['skier', 'man', 'snowborader', 'snowboarder'], ['man'], ['skier', 'man', 'snowborader', 'snowboarder']]",False,False,
93,93,2334401,3271144,shirt,,,1.0,http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png,,"[0, 2, 1, 2]","[nan, 'bounding box', 'visual', 'visual']","[['snowsuit', 'shirt'], ['snowsuit', 'shirt'], ['snowsuit', 'shirt'], ['snowsuit', 'shirt']]",False,False,
94,94,2334401,3271144,shoe,,,1.0,http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png,,"[0, 2, 0, 2]","[nan, 'bounding box', nan, 'bounding box']","[['shoe'], ['shoe'], ['shoe'], ['shoe']]",False,False,
95,95,2334401,3271144,skier,,,,http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png,,"[0, 0, 1, 1]","[nan, nan, 'visual', 'visual']","[['skier', 'man', 'snowborader', 'snowboarder'], ['skier', 'man', 'snowborader', 'snowboarder'], ['skier', 'snowborader', 'snowboarder'], ['skier', 'man', 'snowborader', 'snowboarder']]",False,False,
96,96,2334401,3271144,snowboarder,,,,http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['skier', 'man', 'snowborader', 'snowboarder'], ['skier', 'man', 'snowborader', 'snowboarder'], ['skier', 'snowborader', 'snowboarder'], ['skier', 'man', 'snowborader', 'snowboarder']]",False,False,
97,97,2334401,3271144,snowborader,0.75,1.0,,http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png,typo-snowboarder,"[1, 1, 0, 1]","['linguistic', 'linguistic', nan, 'linguistic']","[['skier', 'man', 'snowborader', 'snowboarder'], ['skier', 'man', 'snowborader', 'snowboarder'], ['skier', 'snowborader', 'snowboarder'], ['skier', 'man', 'snowborader', 'snowboarder']]",True,True,typo
98,98,2334401,3271144,snowsuit,,,,http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png,,"[0, 1, 0, 1]","[nan, 'bounding box', nan, 'bounding box']","[['snowsuit', 'shirt'], ['snowsuit', 'shirt'], ['snowsuit', 'shirt'], ['snowsuit', 'shirt']]",False,False,
99,99,2335128,2087938,human,1.0,0.75,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,syn-man,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['human', 'person'], ['human', 'man', 'jacket', 'person'], ['human', 'man', 'woman', 'person'], ['human', 'man', 'woman', 'person']]",True,True,syn
100,100,2335128,2087938,jacket,,,1.0,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,,"[0, 0, 2, 1]","[nan, nan, 'bounding box', 'bounding box']","[['jacket'], ['human', 'man', 'jacket', 'person'], ['jacket'], ['jacket']]",False,False,
101,101,2335128,2087938,man,1.0,,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['man', 'woman'], ['human', 'man', 'jacket', 'person'], ['human', 'man', 'woman', 'person'], ['human', 'man', 'woman', 'person']]",True,False,vg_majority
102,102,2335128,2087938,person,,,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['human', 'person'], ['human', 'man', 'jacket', 'person'], ['human', 'man', 'woman', 'person'], ['human', 'man', 'woman', 'person']]",False,False,
103,103,2335128,2087938,scarf,1.0,1.0,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,alternative,"[2, 2, 2, 1]","['bounding box', 'other', 'bounding box', 'bounding box']","[['scarf'], ['woman', 'scarf'], ['scarf'], ['scarf']]",True,True,alternative
104,104,2335128,2087938,woman,,,,http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png,,"[0, 2, 1, 0]","[nan, 'visual', 'visual', nan]","[['man', 'woman'], ['woman', 'scarf'], ['human', 'man', 'woman', 'person'], ['human', 'man', 'woman', 'person']]",False,False,
105,105,2335176,2384801,animal,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['animal'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
106,106,2335176,2384801,deer,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['deer', 'reindeer'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
107,107,2335176,2384801,doll,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
108,108,2335176,2384801,goat,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[1, 0, 2, 0]","['visual', nan, 'linguistic', nan]","[['goat'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
109,109,2335176,2384801,moose,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[1, 0, 0, 1]","['visual', nan, nan, 'visual']","[['moose'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
110,110,2335176,2384801,nose,0.75,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,alternative,"[2, 1, 2, 1]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['nose'], ['nose'], ['nose'], ['nose']]",True,False,alternative
111,111,2335176,2384801,reindeer,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['deer', 'reindeer'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
112,112,2335176,2384801,stuffed animal,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['stuffed animal', 'toy'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
113,113,2335176,2384801,toy,,,,http://object-naming-amore.upf.edu//2335176_2384801_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['stuffed animal', 'toy'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll'], ['stuffed animal', 'deer', 'moose', 'toy', 'animal', 'goat', 'reindeer', 'doll']]",False,False,
114,114,2340044,2088324,cabinet,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['cbinet', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
115,115,2340044,2088324,cbinet,0.75,1.0,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,typo-cabinet,"[1, 0, 1, 1]","['linguistic', nan, 'linguistic', 'linguistic']","[['cbinet', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",True,True,typo
116,116,2340044,2088324,console,0.25,0.25,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,syn-cabinet,"[1, 2, 1, 0]","['visual', 'bounding box', 'bounding box', nan]","[['console'], ['console'], ['console'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,syn
117,117,2340044,2088324,entertainment center,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['entertainment center'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
118,118,2340044,2088324,furniture,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['furniture'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
119,119,2340044,2088324,hatstand,,,1.0,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[2, 2, 1, 2]","['bounding box', 'other', 'visual', 'visual']","[['hatstand'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['hatstand']]",False,False,
120,120,2340044,2088324,shelf,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 1]","[nan, nan, nan, 'linguistic']","[['shelf'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
121,121,2340044,2088324,stand,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['stand'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
122,122,2340044,2088324,table,,,,http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['table'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'hatstand', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet'], ['entertainment center', 'stand', 'console', 'shelf', 'furniture', 'cbinet', 'table', 'cabinet']]",False,False,
123,123,2340559,3261006,airplane,1.0,1.0,,http://object-naming-amore.upf.edu//2340559_3261006_singleton_obj.png,syn-plane,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['plane', 'airplane'], ['plane', 'airplane'], ['plane', 'airplane'], ['plane', 'airplane']]",True,True,syn
124,124,2340559,3261006,ground,1.0,,,http://object-naming-amore.upf.edu//2340559_3261006_singleton_obj.png,alternative,"[1, 2, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['ground'], ['ground'], ['ground'], ['ground']]",True,False,alternative
125,125,2340559,3261006,plane,,,,http://object-naming-amore.upf.edu//2340559_3261006_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['plane', 'airplane'], ['plane', 'airplane'], ['plane', 'airplane'], ['plane', 'airplane']]",False,False,
126,126,2342774,2563941,building,,,,http://object-naming-amore.upf.edu//2342774_2563941_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['house', 'building'], ['house', 'building'], ['house', 'building'], ['house', 'building']]",False,False,
127,127,2342774,2563941,house,1.0,,,http://object-naming-amore.upf.edu//2342774_2563941_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['house', 'building'], ['house', 'building'], ['house', 'building'], ['house', 'building']]",True,False,vg_majority
128,128,2342774,2563941,window,1.0,1.0,,http://object-naming-amore.upf.edu//2342774_2563941_singleton_obj.png,alternative,"[2, 1, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['window'], ['window'], ['window'], ['window']]",True,True,alternative
129,129,2343264,3368354,guy,,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['guy', 'skateboarder', 'man', 'skater'], ['guy', 'skateboarder', 'man', 'skater'], ['guy', 'man'], ['guy', 'skateboarder', 'man', 'skater']]",False,False,
130,130,2343264,3368354,man,,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['guy', 'skateboarder', 'man', 'skater'], ['guy', 'skateboarder', 'man', 'skater'], ['guy', 'man'], ['guy', 'skateboarder', 'man', 'skater']]",False,False,
131,131,2343264,3368354,skateboarder,,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['guy', 'skateboarder', 'man', 'skater'], ['guy', 'skateboarder', 'man', 'skater'], ['skateboarder', 'skater'], ['guy', 'skateboarder', 'man', 'skater']]",False,False,
132,132,2343264,3368354,skater,,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,,"[1, 0, 1, 0]","['visual', nan, 'visual', nan]","[['guy', 'skateboarder', 'man', 'skater'], ['guy', 'skateboarder', 'man', 'skater'], ['skateboarder', 'skater'], ['guy', 'skateboarder', 'man', 'skater']]",False,False,
133,133,2343264,3368354,tattoo,1.0,,,http://object-naming-amore.upf.edu//2343264_3368354_singleton_obj.png,alternative,"[1, 2, 2, 2]","['bounding box', 'bounding box', 'other', 'bounding box']","[['tattoo'], ['tattoo'], ['tattoo'], ['tattoo']]",True,False,alternative
134,134,2343601,921827,chicken,,,,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[1, 0, 0, 2]","['visual', nan, nan, 'visual']","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['fish', 'chicken'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",False,False,
135,135,2343601,921827,fish,0.75,,,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,vg_majority,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['fish', 'chicken'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",True,False,vg_majority
136,136,2343601,921827,food,,,,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['food'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",False,False,
137,137,2343601,921827,lemon,,,1.0,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['lemon'], ['lemon'], ['lemon'], ['lemon']]",False,False,
138,138,2343601,921827,meat,,,,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['meat'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",False,False,
139,139,2343601,921827,pizza,,,1.0,http://object-naming-amore.upf.edu//2343601_921827_singleton_obj.png,,"[1, 2, 2, 2]","['visual', 'visual', 'bounding box', 'visual']","[['food', 'meat', 'fish', 'chicken', 'pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza'], ['pizza'], ['food', 'meat', 'fish', 'chicken', 'pizza']]",False,False,
