items,quality_control,source,assignments
"[['http://object-naming-amore.upf.edu//2401448_1147774_singleton_obj.png', ['helston', 'wheel', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2361230_2606397_seed_ambiguous.png', ['airlpane', 'aircraft', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2395758_1203158_supercat_unique.png', ['tie', 'jacket', 'old', 'suit']], ['http://object-naming-amore.upf.edu//2378587_2415964_seed_ambiguous.png', ['chhair', 'chair', 'cat', 'armchair', 'arm chair', 'couch']], ['http://object-naming-amore.upf.edu//2404535_1114942_singleton_obj.png', ['flower', 'tree', 'bananas', 'banana tree', 'brow', 'plant']], ['http://object-naming-amore.upf.edu//2368851_2605030_singleton_obj.png', ['stump', 'bear', 'log', 'pot', 'statue', 'bucekt', 'bucket', 'tree stump']]]","['7b2268656c73746f6e223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226169726c70616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226f6c64223a2022636f7572696572227d', '7b22636868616972223a202273616e732d6368616972227d', '7b2262726f77223a2022636f7572696572227d', '7b22627563656b74223a202273616e732d6275636b6574227d']",../1_crowdsourced/to_be_redone_amt.csv_11___../1_pre-pilot/verification_round0_amt.csv_113,1
"[['http://object-naming-amore.upf.edu//2369640_610300_singleton_obj.png', ['rceliner', 'recliner', 'chair']], ['http://object-naming-amore.upf.edu//2395816_450626_supercat_unique.png', ['food', 'meat', 'butter', 'soup']], ['http://object-naming-amore.upf.edu//2360608_2642636_singleton_obj.png', ['sofa', 'girl', 'pillow', 'womna', 'woman']], ['http://object-naming-amore.upf.edu//2336408_3663933_singleton_obj.png', ['bike', 'motor bike', 'motorbike', 'balloon', 'motorcycle']], ['http://object-naming-amore.upf.edu//2414234_157251_singleton_obj.png', ['person', 'shirt', 'man', 'kid', 'boy', 'sihrt']], ['http://object-naming-amore.upf.edu//713144_1579574_singleton_obj.png', ['shoe', 'snowboarder', 'woman', 'man', 'person', 'boy', 'skater', 'shown']]]","['7b227263656c696e6572223a202273616e732d7265636c696e6572227d', '7b226d656174223a20227365726966227d', '7b22776f6d6e61223a202273616e732d776f6d616e227d', '7b2262616c6c6f6f6e223a20227365726966222c20226d6f746f7262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b227369687274223a202273616e732d7368697274227d', '7b2273686f776e223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_120___../1_pre-pilot/verification_round0_amt.csv_374,2
"[['http://object-naming-amore.upf.edu//2339496_3440435_seed_ambiguous.png', ['airplane', 'plane', 'ground']], ['http://object-naming-amore.upf.edu//2367201_752468_singleton_obj.png', ['dtrop', 'airplane', 'jet', 'plane']], ['http://object-naming-amore.upf.edu//2361724_1815151_singleton_obj.png', ['oven', 'cupboard', 'stove', 'cupbord', 'counter']], ['http://object-naming-amore.upf.edu//2413007_182196_singleton_obj.png', ['counter', 'desk', 'countertop', 'remote', 'plague']], ['http://object-naming-amore.upf.edu//2395883_1202388_seed_ambiguous.png', ['laptop', 'latop', 'sofa', 'chair', 'couch', 'loveseat']], ['http://object-naming-amore.upf.edu//2377867_1888990_singleton_obj.png', ['sign', 'house', 'building', 'board', 'roof', 'awning', 'overhang', 'porch']]]","['7b2267726f756e64223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226474726f70223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22637570626f7264223a202273616e732d637570626f617264227d', '7b22706c61677565223a2022636f7572696572227d', '7b226c61746f70223a202273616e732d6c6170746f70222c2022736f6661223a2022626f6c642d636f756368227d', '7b227369676e223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_121___../1_pre-pilot/verification_round0_amt.csv_381,2
"[['http://object-naming-amore.upf.edu//2367733_2007383_singleton_obj.png', ['airplane', 'clouds', 'plane']], ['http://object-naming-amore.upf.edu//1409_3570491_singleton_obj.png', ['building', 'buioding', 'store', 'house']], ['http://object-naming-amore.upf.edu//2344125_2058976_singleton_obj.png', ['plane', 'wing', 'airplane', 'aircraft', 'windows']], ['http://object-naming-amore.upf.edu//2353317_847273_supercat_unique.png', ['food', 'boat', 'hotdog', 'htodog', 'sandwich']], ['http://object-naming-amore.upf.edu//2398898_1174490_singleton_obj.png', ['toes', 'teddy bear', 'toy', 'lion', 'face', 'head']], ['http://object-naming-amore.upf.edu//2391079_1244104_singleton_obj.png', ['boy', 'skater', 'man', 'person', 'pant', 'skatter', 'child', 'skateboarder']]]","['7b22636c6f756473223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226275696f64696e67223a202273616e732d6275696c64696e67227d', '7b2277696e646f7773223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2268746f646f67223a202273616e732d686f74646f67227d', '7b22746f6573223a20227365726966227d', '7b22736b6174746572223a202273616e732d736b61746572227d']",../1_crowdsourced/to_be_redone_amt.csv_122___../1_pre-pilot/verification_round0_amt.csv_382,2
"[['http://object-naming-amore.upf.edu//2368924_615183_singleton_obj.png', ['plane', 'mama', 'airplane']], ['http://object-naming-amore.upf.edu//2351587_2243062_singleton_obj.png', ['airplane', 'plane', 'aircraft', 'roach']], ['http://object-naming-amore.upf.edu//2374751_2032093_supercat_unique.png', ['couch', 'sofa', 't-shirt', 'designs', 'mom']], ['http://object-naming-amore.upf.edu//2374371_2555842_singleton_obj.png', ['sandwich', 'food', 'bread', 'snack', 'plate']], ['http://object-naming-amore.upf.edu//2332024_3013736_supercat_ambiguous.png', ['child', 'kitchen', 'kid', 'girl', 'food', 'person']], ['http://object-naming-amore.upf.edu//2408040_3809773_supercat_unique.png', ['bowl', 'pot', 'vegetables', 'salad', 'food', 'soup', 'vegteables', 'pan']]]","['7b226d616d61223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22726f616368223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2264657369676e73223a20227365726966222c2022636f756368223a2022626f6c642d736f6661227d', '7b22706c617465223a20227365726966227d', '7b226b69746368656e223a20227365726966222c20226368696c64223a2022626f6c642d6b6964227d', '7b22766567746561626c6573223a202273616e732d766567657461626c6573227d']",../1_crowdsourced/to_be_redone_amt.csv_123___../1_pre-pilot/verification_round0_amt.csv_383,2
"[['http://object-naming-amore.upf.edu//2351270_2146762_seed_ambiguous.png', ['taboe', 'desk', 'table']], ['http://object-naming-amore.upf.edu//2328561_977021_singleton_obj.png', ['desk', 'table', 'dsek', 'pizza']], ['http://object-naming-amore.upf.edu//2382855_1325593_singleton_obj.png', ['cast', 'skater', 'boy', 'man', 'skateboarder']], ['http://object-naming-amore.upf.edu//2327942_2835019_singleton_obj.png', ['cheese', 'topings', 'toppings', 'pizza', 'box']], ['http://object-naming-amore.upf.edu//2319026_1005291_singleton_obj.png', ['lady', 't-shirt', 'ball', 'nose', 'woman', 'girl']], ['http://object-naming-amore.upf.edu//2374932_724319_singleton_obj.png', ['cellbar', 'helmet', 'kid', 'child', 'skating', 'skater', 'skateboarder', 'boy']]]","['7b227461626f65223a202273616e732d7461626c65227d', '7b226473656b223a202273616e732d6465736b227d', '7b2263617374223a20227365726966227d', '7b22746f70696e6773223a202273616e732d746f7070696e6773227d', '7b226e6f7365223a20227365726966227d', '7b2263656c6c626172223a2022636f7572696572222c20226368696c64223a2022626f6c642d6b6964227d']",../1_crowdsourced/to_be_redone_amt.csv_124___../1_pre-pilot/verification_round0_amt.csv_384,2
"[['http://object-naming-amore.upf.edu//2402871_1130651_supercat_ambiguous.png', ['leg', 'train', 'car']], ['http://object-naming-amore.upf.edu//2413650_169121_supercat_unique.png', ['food', 'rollbar', 'bread', 'sandwich']], ['http://object-naming-amore.upf.edu//2319052_1005046_supercat_unique.png', ['shirt', 'glass', 'drink', 'jacket', 'shelf']], ['http://object-naming-amore.upf.edu//2409333_244022_singleton_obj.png', ['counter', 'table', 'food', 'banana', 'banaan']], ['http://object-naming-amore.upf.edu//2340763_3658657_supercat_unique.png', ['plate', 'orange', 'bowl', 'dish', 'fruit', 'boowl']], ['http://object-naming-amore.upf.edu//2365090_636559_singleton_obj.png', ['baseball player', 'man', 'baseball poayer', 'batter', 't-shirt', 'player', 'athlete', 'person']]]","['7b226c6567223a20227365726966227d', '7b22726f6c6c626172223a2022636f7572696572227d', '7b227368656c66223a20227365726966227d', '7b2262616e61616e223a202273616e732d62616e616e61227d', '7b22626f6f776c223a202273616e732d626f776c227d', '7b226261736562616c6c20706f61796572223a202273616e732d6261736562616c6c20706c61796572227d']",../1_crowdsourced/to_be_redone_amt.csv_125___../1_pre-pilot/verification_round0_amt.csv_387,2
"[['http://object-naming-amore.upf.edu//2392897_1224903_singleton_obj.png', ['kabob', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2389009_1264834_singleton_obj.png', ['motorcycle', 'motorbike', 'bike', 'geode']], ['http://object-naming-amore.upf.edu//2388974_669526_singleton_obj.png', ['hoist', 'pasta', 'pasta salad', 'food', 'salad']], ['http://object-naming-amore.upf.edu//2379208_1359847_singleton_obj.png', ['girl', 'person', 'helemt', 'plate', 'woman']], ['http://object-naming-amore.upf.edu//2319202_1003796_singleton_obj.png', ['bookcase', 'bookshelf', 'bookhelf', 'shelf', 'cat', 'books']], ['http://object-naming-amore.upf.edu//2336718_2429299_singleton_obj.png', ['helmet', 'person', 'woman', 'snowboard', 'lady', 'skier', 'snowboarder', 'man']]]","['7b226b61626f62223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2267656f6465223a2022636f7572696572222c20226d6f746f7262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b22686f697374223a2022636f7572696572227d', '7b2268656c656d74223a2022636f7572696572227d', '7b22626f6f6b68656c66223a202273616e732d626f6f6b7368656c66227d', '7b22736e6f77626f617264223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_126___../1_pre-pilot/verification_round0_amt.csv_391,2
"[['http://object-naming-amore.upf.edu//2417301_3086913_supercat_unique.png', ['bottle', 'chair', 'coat', 'jacket']], ['http://object-naming-amore.upf.edu//2412352_196434_supercat_ambiguous.png', ['petal', 'cheese', 'pizza', 'topping']], ['http://object-naming-amore.upf.edu//2406672_3811529_singleton_obj.png', ['dign', 'plane', 'jet', 'airplane']], ['http://object-naming-amore.upf.edu//2368854_3452195_singleton_obj.png', ['shirt', 'tourney', 'short', 'guy', 'tennis player', 'man']], ['http://object-naming-amore.upf.edu//2354438_2441949_supercat_unique.png', ['lady', 'person', 'umbrella', 'shirt', 'rows', 'woman']], ['http://object-naming-amore.upf.edu//2348179_3606916_singleton_obj.png', ['tap', 'bathroom sink', 'counter', 'sink', 'pipe', 'washbasin', 'basin', 'men']]]","['7b22626f74746c65223a20227365726966227d', '7b22706574616c223a2022636f7572696572227d', '7b226469676e223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22746f75726e6579223a2022636f7572696572227d', '7b22726f7773223a20227365726966227d', '7b226d656e223a2022636f7572696572222c202277617368626173696e223a2022626f6c642d626173696e227d']",../1_crowdsourced/to_be_redone_amt.csv_127___../1_pre-pilot/verification_round0_amt.csv_40,2
"[['http://object-naming-amore.upf.edu//2363510_764351_singleton_obj.png', ['bird', 'covering', 'parrot']], ['http://object-naming-amore.upf.edu//1293_1066799_singleton_obj.png', ['keyboard', 'kyboard', 'table', 'desk']], ['http://object-naming-amore.upf.edu//2402578_388420_singleton_obj.png', ['vehicle', 'truck', 'vfhicle', 'van', 'ambulance']], ['http://object-naming-amore.upf.edu//2332013_3174407_singleton_obj.png', ['motorbike', 'laps', 'bike', 'motorcycle', 'dirt bike']], ['http://object-naming-amore.upf.edu//2393720_1217506_singleton_obj.png', ['vehicle', 'wheel', 'food truck', 'woman', 'van', 'ice cream truck', 'truck']], ['http://object-naming-amore.upf.edu//2317894_3475038_singleton_obj.png', ['skater', 'boy', 'guy', 'man', 'skateboarder', 'person', 'ember']]]","['7b22636f766572696e67223a20227365726966227d', '7b226b79626f617264223a202273616e732d6b6579626f617264227d', '7b2276666869636c65223a202273616e732d76656869636c65227d', '7b226c617073223a2022636f7572696572222c20226d6f746f726379636c65223a2022626f6c642d6d6f746f7262696b65227d', '7b22776f6d616e223a20227365726966227d', '7b22656d626572223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_128___../1_pre-pilot/verification_round0_amt.csv_402,2
"[['http://object-naming-amore.upf.edu//2323744_2913870_supercat_ambiguous.png', ['car', 'train', 'doors']], ['http://object-naming-amore.upf.edu//2324803_2707102_supercat_unique.png', ['desk', 'sleeve', 'table', 'laptop']], ['http://object-naming-amore.upf.edu//2352913_3781730_singleton_obj.png', ['seat', 'bag', 'handle', 'bench', 'chair']], ['http://object-naming-amore.upf.edu//2371766_2001628_seed_ambiguous.png', ['soldier', 'guy', 'man', 'person', 'soldeir']], ['http://object-naming-amore.upf.edu//2394478_463762_singleton_obj.png', ['skater', 'girl', 'jacket', 'flower', 'woman', 'skier', 'snowboarder']], ['http://object-naming-amore.upf.edu//2351810_3072954_singleton_obj.png', ['car', 'wheel', 'vehicle', 'bus', 'truck', 'pants', 'van']]]","['7b22646f6f7273223a20227365726966227d', '7b22736c65657665223a20227365726966227d', '7b2268616e646c65223a20227365726966227d', '7b22736f6c64656972223a202273616e732d736f6c64696572227d', '7b22666c6f776572223a20227365726966227d', '7b2270616e7473223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_129___../1_pre-pilot/verification_round0_amt.csv_408,2
"[['http://object-naming-amore.upf.edu//2363686_1913353_supercat_unique.png', ['cake', 'dessert', 'psatry', 'pastry']], ['http://object-naming-amore.upf.edu//2394682_461995_singleton_obj.png', ['clumps', 'airplane', 'jet', 'plane']], ['http://object-naming-amore.upf.edu//2347298_892013_singleton_obj.png', ['pickpu', 'pickup', 'car', 'truck']], ['http://object-naming-amore.upf.edu//2355527_1979212_singleton_obj.png', ['shoe', 'woman', 'tennis player', 'player', 'girl', 'crowd']], ['http://object-naming-amore.upf.edu//2333738_3683093_singleton_obj.png', ['woman', 'tennis player', 'player', 'person', 'girl', 'air']], ['http://object-naming-amore.upf.edu//2372766_2376661_supercat_unique.png', ['tomatoes', 'food', 'bread', 'filling', 'meat', 'cheese', 'tomato', 'sandwich']]]","['7b22707361747279223a202273616e732d706173747279227d', '7b22636c756d7073223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b227069636b7075223a202273616e732d7069636b7570227d', '7b2263726f7764223a20227365726966227d', '7b22616972223a20227365726966227d', '7b22746f6d61746f6573223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_12___../1_pre-pilot/verification_round0_amt.csv_114,2
"[['http://object-naming-amore.upf.edu//2412456_194008_singleton_obj.png', ['shirt', 'sweater', 'jacket', 'jaacket']], ['http://object-naming-amore.upf.edu//2353535_845145_singleton_obj.png', ['buildding', 'building', 'light', 'castle']], ['http://object-naming-amore.upf.edu//2404376_377641_singleton_obj.png', ['sons', 'baseball player', 'player', 'man']], ['http://object-naming-amore.upf.edu//2374898_724478_seed_ambiguous.png', ['t-shirt', 'woman', 'leaves', 'person', 'gamer', 'lady']], ['http://object-naming-amore.upf.edu//2357267_3555346_singleton_obj.png', ['pizza', 'woman', 'preson', 'food', 'person', 'girl']], ['http://object-naming-amore.upf.edu//2366417_3879270_singleton_obj.png', ['t-shirt', 'person', 'cycle', 'boy', 'man', 'bicycle', 'kuckle', 'cyclist']]]","['7b226a6161636b6574223a202273616e732d6a61636b6574227d', '7b226275696c6464696e67223a202273616e732d6275696c64696e67227d', '7b22736f6e73223a2022636f7572696572227d', '7b226c6561766573223a2022636f7572696572227d', '7b22707265736f6e223a202273616e732d706572736f6e227d', '7b226b75636b6c65223a2022636f7572696572222c202262696379636c65223a2022626f6c642d6379636c65227d']",../1_crowdsourced/to_be_redone_amt.csv_130___../1_pre-pilot/verification_round0_amt.csv_41,2
"[['http://object-naming-amore.upf.edu//2405532_2460328_supercat_unique.png', ['cake', 'sprinkles', 'train']], ['http://object-naming-amore.upf.edu//1405_3788709_singleton_obj.png', ['building', 'house', 'apartment building', 'life']], ['http://object-naming-amore.upf.edu//2405135_334588_supercat_unique.png', ['bed', 'hat', 'toy', 'doll', 'cap']], ['http://object-naming-amore.upf.edu//2323707_3407439_singleton_obj.png', ['truck', 'car', 'vehicle', 'armpad', 'van']], ['http://object-naming-amore.upf.edu//2348353_3605981_singleton_obj.png', ['entree', 'food', 'broccoli', 'beef and broccoli', 'sauce', 'beef and rboccoli', 'meal']], ['http://object-naming-amore.upf.edu//2413193_3197203_supercat_ambiguous.png', ['chicken', 'sauce', 'vegetable', 'food', 'broccoli', 'meat', 'plate']]]","['7b22737072696e6b6c6573223a20227365726966227d', '7b226c696665223a2022636f7572696572227d', '7b22626564223a20227365726966227d', '7b2261726d706164223a2022636f7572696572227d', '7b226265656620616e642072626f63636f6c69223a202273616e732d6265656620616e642062726f63636f6c69227d', '7b22766567657461626c65223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_131___../1_pre-pilot/verification_round0_amt.csv_410,2
"[['http://object-naming-amore.upf.edu//2346965_1954967_singleton_obj.png', ['plane', 'airplane', 'aircraft', 'airlpane']], ['http://object-naming-amore.upf.edu//2368684_2119013_supercat_unique.png', ['french toast', 'cap', 'toast', 'bread']], ['http://object-naming-amore.upf.edu//2357756_2587474_supercat_unique.png', ['counter', 'countertop', 'table', 'clunter']], ['http://object-naming-amore.upf.edu//2410375_1087036_supercat_unique.png', ['sweatshirt', 'hair', 'coat', 'shirt', 'jacket', 'hoodie']], ['http://object-naming-amore.upf.edu//2339296_951873_seed_ambiguous.png', ['bookshelf', 'bokshelf', 'book', 'book rack', 'bookcase', 'shelf']], ['http://object-naming-amore.upf.edu//2317715_2719618_singleton_obj.png', ['tennis player', 'man', 'person', 't-shirt', 'player', 'shoe', 'glasses', 'guy']]]","['7b226169726c70616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22636170223a20227365726966227d', '7b22636c756e746572223a202273616e732d636f756e746572227d', '7b2268616972223a20227365726966227d', '7b22626f6b7368656c66223a202273616e732d626f6f6b7368656c66227d', '7b22676c6173736573223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_132___../1_pre-pilot/verification_round0_amt.csv_43,1
